,Location,Year,Date,Event,Round,Heat,Rank,Athlete,Country,UCI_ID,Age,Initial_CSE,Final_CSE,Mu,Sigma,ExpectedRank,RatingChange
1191,Cali,2016,31/10/2015,WC,R1,3,2,BROWNE_Kwesi,TTO,10009010876,21.7,21.409,22.591,26.145,1.777,3,
1192,Cali,2016,31/10/2015,WC,R1,3,3,KENNY_Jason,GBR,10004599194,27.6,31.097,30.832,32.902,1.035,1,
1193,Cali,2016,31/10/2015,WC,R1,3,4,LENDEL_Vasilijus,LTU,10009181234,20.6,19.01,19.534,23.486,1.976,5,
1194,Cali,2016,31/10/2015,WC,R1,3,5,TJON_EN_FA_Jaïr,SUR,10117936018,22,9.921,12.939,19.603,3.332,6,
1195,Cali,2016,31/10/2015,WC,R1,3,6,WAKIMOTO_Yuta,JPN,10005964470,26.6,20.577,19.989,22.795,1.403,4,
1196,Cali,2016,31/10/2015,WC,R1,4,1,EILERS_Joachim,GER,10006379247,25.6,27.669,28.208,30.72,1.256,3,
1197,Cali,2016,31/10/2015,WC,R1,4,2,VAN_VELTHOOVEN_Simon,HPS_,10005506954,26.9,28.605,28.754,31.03,1.138,1,
1198,Cali,2016,31/10/2015,WC,R1,4,3,SHURSHIN_Nikita,RUS,10007271546,22.6,28.586,28.377,31.555,1.589,2,
1199,Cali,2016,31/10/2015,WC,R1,4,4,BÁBEK_Tomáš,CZE,10004612534,28.4,22.441,22.468,26.504,2.018,4,
1200,Cali,2016,31/10/2015,WC,R1,4,5,BOTTASSO_Leandro,ARG_,10010894696,,18.419,18.426,21.47,1.522,5,
1201,Cali,2016,31/10/2015,WC,R1,4,6,VELOCE_Joseph,CAN_,10006105930,26.5,10.721,9.531,17.063,3.766,6,
1202,Cali,2016,31/10/2015,WC,R1,5,1,DAWKINS_Edward,NZL,10005782695,26.3,28.799,29.133,31.305,1.086,1,
1203,Cali,2016,31/10/2015,WC,R1,5,2,CECI_Francesco,ITA,10006073493,25.9,23.244,23.592,25.446,0.927,5,
1204,Cali,2016,31/10/2015,WC,R1,5,3,WÄCHTER_Tobias,GER,10036244537,27.2,28.527,28.457,31.055,1.299,2,
1205,Cali,2016,31/10/2015,WC,R1,5,4,SZALONTAY_Sándor,HUN,10007073506,25.3,18.58,20.556,26.268,2.856,6,
1206,Cali,2016,31/10/2015,WC,R1,5,5,WATANABE_Kazunari,JPN,10003349716,30.5,26.448,26.286,28.21,0.962,3,
1207,Cali,2016,31/10/2015,WC,R1,5,6,DMITRIEV_Denis,RUS,10003100142,29.6,26.122,25.68,27.954,1.137,4,
1208,Cali,2016,31/10/2015,WC,R1,6,1,BARANOSKI_Matthew,USA_,10007500407,22.3,23.675,24.902,28.166,1.632,3,
1209,Cali,2016,31/10/2015,WC,R1,6,2,MAKSEL_Krzysztof,POL,10006902239,24.3,25.993,26.418,29.386,1.484,2,
1210,Cali,2016,31/10/2015,WC,R1,6,3,VOLIKAKIS_Christos,GRE,10004633247,27.6,30.288,30.153,32.027,0.937,1,
1211,Cali,2016,31/10/2015,WC,R1,6,4,VORZHEV_Pavel,KAZ,10007828183,22.1,9,16.955,25.543,4.294,6,
1212,Cali,2016,31/10/2015,WC,R1,6,5,XU_Chao,CHN,10007947011,21,18.932,19.097,22.683,1.793,5,
1213,Cali,2016,31/10/2015,WC,R1,6,6,HAAK_Hugo,NED_,10006900320,24,21.526,20.542,24.282,1.87,4,
1214,Cali,2016,31/10/2015,WC,Rep,1,1,WAKIMOTO_Yuta,JPN,10005964470,26.6,19.989,21.061,23.777,1.358,4,
1215,Cali,2016,31/10/2015,WC,Rep,1,2,VOLIKAKIS_Christos,GRE,10004633247,27.6,30.153,30.072,31.922,0.925,1,
1216,Cali,2016,31/10/2015,WC,Rep,1,3,OMELCHENKO_Sergii,AZE,10006319633,25.9,21.903,22.377,26.013,1.818,3,
1217,Cali,2016,31/10/2015,WC,Rep,1,4,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215,19.9,19.821,20.147,25.189,2.521,5,
1218,Cali,2016,31/10/2015,WC,Rep,1,5,WATANABE_Kazunari,JPN,10003349716,30.5,26.286,25.954,27.856,0.951,2,
1219,Cali,2016,31/10/2015,WC,Rep,2,1,WÄCHTER_Tobias,GER,10036244537,27.2,28.457,28.675,31.235,1.28,1,
1220,Cali,2016,31/10/2015,WC,Rep,2,2,XU_Chao,CHN,10007947011,21,19.097,19.992,23.398,1.703,4,
1221,Cali,2016,31/10/2015,WC,Rep,2,3,CIPRIANO_Flavio_Vagner,BRA,10007165755,25.8,20.845,20.975,24.307,1.666,3,
1222,Cali,2016,31/10/2015,WC,Rep,2,4,VYNOKUROV_Andrii,UKR,10002418415,33.2,22.169,21.833,24.505,1.336,2,
1223,Cali,2016,31/10/2015,WC,Rep,2,5,VELOCE_Joseph,CAN_,10006105930,26.5,9.531,8.968,15.72,3.376,5,
1224,Cali,2016,31/10/2015,WC,Rep,3,1,IM_Chaebin,KOR,10007787464,24,5.954,19.941,28.357,4.208,4,
1225,Cali,2016,31/10/2015,WC,Rep,3,2,SHURSHIN_Nikita,RUS,10007271546,22.6,28.377,28.285,31.357,1.536,1,
1226,Cali,2016,31/10/2015,WC,Rep,3,3,SZALONTAY_Sándor,HUN,10007073506,25.3,20.556,21.083,26.171,2.544,3,
1227,Cali,2016,31/10/2015,WC,Rep,3,4,BROWNE_Kwesi,TTO,10009010876,21.7,22.591,22.036,25.464,1.714,2,
1228,Cali,2016,31/10/2015,WC,Rep,4,1,VAN_VELTHOOVEN_Simon,HPS_,10005506954,26.9,28.754,29.079,31.321,1.121,2,
1229,Cali,2016,31/10/2015,WC,Rep,4,2,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,26.9,25.809,26.117,28.637,1.26,3,
1230,Cali,2016,31/10/2015,WC,Rep,4,3,KENNY_Jason,GBR,10004599194,27.6,30.832,30.581,32.621,1.02,1,
1231,Cali,2016,31/10/2015,WC,Rep,4,4,VORZHEV_Pavel,KAZ,10007828183,22.1,16.955,16.136,23.566,3.715,4,
1232,Cali,2016,31/10/2015,WC,Rep,5,1,GLAETZER_Matthew,AUS,10006894559,23.2,28.655,28.891,31.337,1.223,1,
1233,Cali,2016,31/10/2015,WC,Rep,5,2,HAAK_Hugo,NED_,10006900320,24,20.542,21.418,24.948,1.765,3,
1234,Cali,2016,31/10/2015,WC,Rep,5,3,CECI_Francesco,ITA,10006073493,25.9,23.592,23.593,25.425,0.916,2,
1235,Cali,2016,31/10/2015,WC,Rep,5,4,LENDEL_Vasilijus,LTU,10009181234,20.6,19.534,19.442,23.144,1.851,4,
1236,Cali,2016,31/10/2015,WC,Rep,5,5,BOTTASSO_Leandro,ARG_,10010894696,,18.426,18.03,20.988,1.479,5,
1237,Cali,2016,31/10/2015,WC,Rep,6,1,LEVY_Maximilian,GER,10004601723,28.3,32.387,32.568,34.84,1.136,1,
1238,Cali,2016,31/10/2015,WC,Rep,6,2,MAKSEL_Krzysztof,POL,10006902239,24.3,26.418,26.731,29.603,1.436,2,
1239,Cali,2016,31/10/2015,WC,Rep,6,3,BÁBEK_Tomáš,CZE,10004612534,28.4,22.468,22.877,26.653,1.888,4,
1240,Cali,2016,31/10/2015,WC,Rep,6,4,TJON_EN_FA_Jaïr,SUR,10117936018,22,12.939,15.52,21.154,2.817,5,
1241,Cali,2016,31/10/2015,WC,Rep,6,5,DMITRIEV_Denis,RUS,10003100142,29.6,25.68,25.207,27.443,1.118,3,
1242,Cali,2016,31/10/2015,WC,R2,1,1,DAWKINS_Edward,NZL,10005782695,26.3,29.133,29.635,31.769,1.067,3,
1243,Cali,2016,31/10/2015,WC,R2,1,2,EILERS_Joachim,GER,10006379247,25.6,28.208,28.693,31.131,1.219,5,
1244,Cali,2016,31/10/2015,WC,R2,1,3,PERVIS_Francois,FRA,10003011125,31,33.355,33.265,35.451,1.093,1,
1245,Cali,2016,31/10/2015,WC,R2,1,4,IM_Chaebin,KOR,10007787464,24,19.941,23.44,29.76,3.16,6,
1246,Cali,2016,31/10/2015,WC,R2,1,5,LEVY_Maximilian,GER,10004601723,28.3,32.568,32.209,34.429,1.11,2,
1247,Cali,2016,31/10/2015,WC,R2,1,6,WÄCHTER_Tobias,GER,10036244537,27.2,28.675,28.243,30.741,1.249,4,
1248,Cali,2016,31/10/2015,WC,R2,2,1,GLAETZER_Matthew,AUS,10006894559,23.2,28.891,29.371,31.763,1.196,3,
1249,Cali,2016,31/10/2015,WC,R2,2,2,BARANOSKI_Matthew,USA_,10007500407,22.3,24.902,25.736,28.834,1.549,5,
1250,Cali,2016,31/10/2015,WC,R2,2,3,WAKIMOTO_Yuta,JPN,10005964470,26.6,21.061,21.838,24.454,1.308,6,
1251,Cali,2016,31/10/2015,WC,R2,2,4,PUERTA_ZAPATA_Fabian_Hernando,COL,10006904360,24.3,31.99,31.682,33.896,1.107,1,
1252,Cali,2016,31/10/2015,WC,R2,2,5,AWANG_Mohd_Azizulhasni,MAS,10004868370,27.8,28.868,28.67,30.686,1.008,4,
1253,Cali,2016,31/10/2015,WC,R2,2,6,VAN_VELTHOOVEN_Simon,HPS_,10005506954,26.9,29.079,28.622,30.82,1.099,2,
1254,Cali,2016,31/10/2015,WC,Final,1,1,EILERS_Joachim,GER,10006379247,25.6,28.693,29.284,31.666,1.191,4,
1255,Cali,2016,31/10/2015,WC,Final,1,2,GLAETZER_Matthew,AUS,10006894559,23.2,29.371,29.666,31.996,1.165,3,
1256,Cali,2016,31/10/2015,WC,Final,1,3,DAWKINS_Edward,NZL,10005782695,26.3,29.635,29.718,31.808,1.045,2,
1257,Cali,2016,31/10/2015,WC,Final,1,4,PERVIS_Francois,FRA,10003011125,31,33.265,32.963,35.103,1.07,1,
1258,Cali,2016,31/10/2015,WC,Final,1,5,BARANOSKI_Matthew,USA_,10007500407,22.3,25.736,25.582,28.556,1.487,5,
1259,Cali,2016,31/10/2015,WC,Final,1,6,WAKIMOTO_Yuta,JPN,10005964470,26.6,21.838,21.629,24.197,1.284,6,
1260,Cali,2016,31/10/2015,WC,Final,2,1,PUERTA_ZAPATA_Fabian_Hernando,COL,10006904360,24.3,31.682,32.04,34.218,1.089,2,
1261,Cali,2016,31/10/2015,WC,Final,2,2,VAN_VELTHOOVEN_Simon,HPS_,10005506954,26.9,28.622,28.946,31.098,1.076,4,
1262,Cali,2016,31/10/2015,WC,Final,2,3,AWANG_Mohd_Azizulhasni,MAS,10004868370,27.8,28.67,28.811,30.791,0.99,3,
1263,Cali,2016,31/10/2015,WC,Final,2,4,IM_Chaebin,KOR,10007787464,24,23.44,24.702,29.974,2.636,6,
1264,Cali,2016,31/10/2015,WC,Final,2,5,WÄCHTER_Tobias,GER,10036244537,27.2,28.243,28.1,30.526,1.213,5,
1265,Cali,2016,31/10/2015,WC,Final,2,6,LEVY_Maximilian,GER,10004601723,28.3,32.209,31.661,33.837,1.088,1,
1266,Cambridge,2016,5/12/2015,WC,R1,1,1,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,27,26.117,26.6,29.066,1.233,2,
1267,Cambridge,2016,5/12/2015,WC,R1,1,2,CIPRIANO_Flavio_Vagner,BRA,10007165755,25.9,20.975,21.943,25.109,1.583,5,
1268,Cambridge,2016,5/12/2015,WC,R1,1,3,SHURSHIN_Nikita,RUS,10007271546,22.7,28.285,27.986,30.926,1.47,1,
1269,Cambridge,2016,5/12/2015,WC,R1,1,4,SZALONTAY_Sándor,HUN,10007073506,25.4,21.083,21.257,25.807,2.275,4,
1270,Cambridge,2016,5/12/2015,WC,R1,1,5,PHILLIP_Njisane,TTO,10006898401,24.5,24.852,24.272,27.068,1.398,3,
1271,Cambridge,2016,5/12/2015,WC,R1,2,1,WEBSTER_Sam,NZL,10006184742,24.4,25.886,28.248,33.614,2.683,2,
1272,Cambridge,2016,5/12/2015,WC,R1,2,2,SCHMID_Jacob,AUS,10007811817,21.9,24.505,25.833,30.409,2.288,3,
1273,Cambridge,2016,5/12/2015,WC,R1,2,3,VOLIKAKIS_Christos,GRE,10004633247,27.7,30.072,29.978,31.808,0.915,1,
1274,Cambridge,2016,5/12/2015,WC,R1,2,4,VORZHEV_Pavel,KAZ,10007828183,22.2,16.136,18.231,24.347,3.058,5,
1275,Cambridge,2016,5/12/2015,WC,R1,2,5,BARRETTE_Hugo,CAN,10007212639,24.4,23.898,23.519,26.035,1.258,4,
1276,Cambridge,2016,5/12/2015,WC,R1,3,1,EILERS_Joachim,GER,10006379247,25.7,29.284,29.672,32.01,1.169,2,
1277,Cambridge,2016,5/12/2015,WC,R1,3,2,D'ALMEIDA_Michael,FRA,10004618796,28.3,24.488,25.191,28.137,1.473,4,
1278,Cambridge,2016,5/12/2015,WC,R1,3,3,BÜCHLI_Matthijs,NED,10006900421,23,30.496,30.374,32.384,1.005,1,
1279,Cambridge,2016,5/12/2015,WC,R1,3,4,MAKSEL_Krzysztof,POL,10006902239,24.4,26.731,26.52,29.292,1.386,3,
1280,Cambridge,2016,5/12/2015,WC,R1,3,5,OMELCHENKO_Sergii,AZE,10006319633,26,22.377,21.91,25.4,1.745,5,
1281,Cambridge,2016,5/12/2015,WC,R1,4,1,LEVY_Maximilian,GER,10004601723,28.4,31.661,31.861,34.015,1.077,1,
1282,Cambridge,2016,5/12/2015,WC,R1,4,2,KELEMEN_Pavel,CZE,10006422895,24.5,27.558,27.799,31.147,1.674,2,
1283,Cambridge,2016,5/12/2015,WC,R1,4,3,CECI_Francesco,ITA,10006073493,26,23.593,23.695,25.507,0.906,3,
1284,Cambridge,2016,5/12/2015,WC,R1,4,4,WAKIMOTO_Yuta,JPN,10005964470,26.7,21.629,21.647,24.149,1.251,4,
1285,Cambridge,2016,5/12/2015,WC,R1,4,5,ENGLER_Eric,GER,10006665496,24.2,20.654,19.676,23.952,2.138,5,
1286,Cambridge,2016,5/12/2015,WC,R1,5,1,KENNY_Jason,GBR,10004599194,27.7,30.581,30.785,32.805,1.01,1,
1287,Cambridge,2016,5/12/2015,WC,R1,5,2,IM_Chaebin,KOR,10007787464,24.1,24.702,25.611,30.339,2.364,3,
1288,Cambridge,2016,5/12/2015,WC,R1,5,3,XU_Chao,CHN,10007947011,21.1,19.992,20.734,23.968,1.617,4,
1289,Cambridge,2016,5/12/2015,WC,R1,5,4,LENDEL_Vasilijus,LTU,10009181234,20.7,19.442,19.907,23.389,1.741,5,
1290,Cambridge,2016,5/12/2015,WC,R1,5,5,CONSTABLE_Patrick,AUS,10009009462,20.4,9,14.103,22.665,4.281,6,
1291,Cambridge,2016,5/12/2015,WC,R1,5,6,WATANABE_Kazunari,JPN,10003349716,30.6,25.954,25.553,27.435,0.941,2,
1292,Cambridge,2016,5/12/2015,WC,R1,6,1,BARANOSKI_Matthew,USA_,10007500407,22.4,25.582,26.365,29.243,1.439,3,
1293,Cambridge,2016,5/12/2015,WC,R1,6,2,VAN_VELTHOOVEN_Simon,HPS_,10005506954,27,28.946,28.995,31.107,1.056,1,
1294,Cambridge,2016,5/12/2015,WC,R1,6,3,TJON_EN_FA_Jaïr,SUR,10117936018,22.1,15.52,18.426,23.32,2.447,6,
1295,Cambridge,2016,5/12/2015,WC,R1,6,4,RAMIREZ_MORALES_Santiago,COL,10009039774,21.4,26.217,25.117,29.913,2.398,2,
1296,Cambridge,2016,5/12/2015,WC,R1,6,5,VYNOKUROV_Andrii,UKR,10002418415,33.3,21.833,21.749,24.341,1.296,4,
1297,Cambridge,2016,5/12/2015,WC,R1,6,6,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215,20,20.147,18.903,23.525,2.311,5,
1298,Cambridge,2016,5/12/2015,WC,Rep,1,1,ENGLER_Eric,GER,10006665496,24.2,19.676,21.241,25.247,2.003,3,
1299,Cambridge,2016,5/12/2015,WC,Rep,1,2,LENDEL_Vasilijus,LTU,10009181234,20.7,19.907,20.564,23.864,1.65,2,
1300,Cambridge,2016,5/12/2015,WC,Rep,1,3,CIPRIANO_Flavio_Vagner,BRA,10007165755,25.9,21.943,21.928,24.954,1.513,1,
1301,Cambridge,2016,5/12/2015,WC,Rep,1,4,TJON_EN_FA_Jaïr,SUR,10117936018,22.1,18.426,18.286,22.708,2.211,5,
1302,Cambridge,2016,5/12/2015,WC,Rep,1,5,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215,20,18.903,17.76,22.054,2.147,4,
1303,Cambridge,2016,5/12/2015,WC,Rep,2,1,WAKIMOTO_Yuta,JPN,10005964470,26.7,21.647,22.328,24.77,1.221,4,
1304,Cambridge,2016,5/12/2015,WC,Rep,2,2,OMELCHENKO_Sergii,AZE,10006319633,26,21.91,22.601,25.897,1.648,3,
1305,Cambridge,2016,5/12/2015,WC,Rep,2,3,WATANABE_Kazunari,JPN,10003349716,30.6,25.553,25.528,27.384,0.928,2,
1306,Cambridge,2016,5/12/2015,WC,Rep,2,4,SCHMID_Jacob,AUS,10007811817,21.9,25.833,24.731,28.897,2.083,1,
1307,Cambridge,2016,5/12/2015,WC,Rep,2,5,XU_Chao,CHN,10007947011,21.1,20.734,20.289,23.413,1.562,5,
1308,Cambridge,2016,5/12/2015,WC,Rep,3,1,MAKSEL_Krzysztof,POL,10006902239,24.4,26.52,26.95,29.66,1.355,1,
1309,Cambridge,2016,5/12/2015,WC,Rep,3,2,BARRETTE_Hugo,CAN,10007212639,24.4,23.519,23.795,26.247,1.226,4,
1310,Cambridge,2016,5/12/2015,WC,Rep,3,3,CECI_Francesco,ITA,10006073493,26,23.695,23.705,25.499,0.897,3,
1311,Cambridge,2016,5/12/2015,WC,Rep,3,4,D'ALMEIDA_Michael,FRA,10004618796,28.3,25.191,24.596,27.452,1.428,2,
1312,Cambridge,2016,5/12/2015,WC,Rep,4,1,KELEMEN_Pavel,CZE,10006422895,24.5,27.799,28.446,31.684,1.619,2,
1313,Cambridge,2016,5/12/2015,WC,Rep,4,2,PHILLIP_Njisane,TTO,10006898401,24.5,24.272,24.71,27.422,1.356,3,
1314,Cambridge,2016,5/12/2015,WC,Rep,4,3,BÜCHLI_Matthijs,NED,10006900421,23,30.374,30.132,32.116,0.992,1,
1315,Cambridge,2016,5/12/2015,WC,Rep,4,4,VORZHEV_Pavel,KAZ,10007828183,22.2,18.231,17.703,23.335,2.816,4,
1316,Cambridge,2016,5/12/2015,WC,Rep,5,1,VYNOKUROV_Andrii,UKR,10002418415,33.3,21.749,22.549,25.077,1.264,3,
1317,Cambridge,2016,5/12/2015,WC,Rep,5,2,VOLIKAKIS_Christos,GRE,10004633247,27.7,29.978,29.909,31.719,0.905,1,
1318,Cambridge,2016,5/12/2015,WC,Rep,5,3,IM_Chaebin,KOR,10007787464,24.1,25.611,25.124,29.448,2.162,2,
1319,Cambridge,2016,5/12/2015,WC,Rep,5,4,SZALONTAY_Sándor,HUN,10007073506,25.4,21.257,20.627,24.917,2.145,4,
1320,Cambridge,2016,5/12/2015,WC,Rep,6,1,SHURSHIN_Nikita,RUS,10007271546,22.7,27.986,28.539,31.405,1.433,2,
1321,Cambridge,2016,5/12/2015,WC,Rep,6,2,RAMIREZ_MORALES_Santiago,COL,10009039774,21.4,25.117,25.812,30.21,2.199,3,
1322,Cambridge,2016,5/12/2015,WC,Rep,6,3,VAN_VELTHOOVEN_Simon,HPS_,10005506954,27,28.995,28.802,30.886,1.042,1,
1323,Cambridge,2016,5/12/2015,WC,Rep,6,4,CONSTABLE_Patrick,AUS,10009009462,20.4,14.103,13.651,21.271,3.81,4,
1324,Cambridge,2016,5/12/2015,WC,R2,1,1,ENGLER_Eric,GER,10006665496,24.2,21.241,23.457,27.199,1.871,6,
1325,Cambridge,2016,5/12/2015,WC,R2,1,2,LEVY_Maximilian,GER,10004601723,28.4,31.861,31.844,33.954,1.055,1,
1326,Cambridge,2016,5/12/2015,WC,R2,1,3,BARANOSKI_Matthew,USA_,10007500407,22.4,26.365,26.602,29.364,1.381,4,
1327,Cambridge,2016,5/12/2015,WC,R2,1,4,VYNOKUROV_Andrii,UKR,10002418415,33.3,22.549,22.866,25.316,1.225,5,
1328,Cambridge,2016,5/12/2015,WC,R2,1,5,KELEMEN_Pavel,CZE,10006422895,24.5,28.446,27.827,30.903,1.538,2,
1329,Cambridge,2016,5/12/2015,WC,R2,1,6,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,27,26.6,26.135,28.543,1.204,3,
1330,Cambridge,2016,5/12/2015,WC,R2,2,1,EILERS_Joachim,GER,10006379247,25.7,29.672,30.157,32.449,1.146,2,
1331,Cambridge,2016,5/12/2015,WC,R2,2,2,KENNY_Jason,GBR,10004599194,27.7,30.785,30.925,32.911,0.993,1,
1332,Cambridge,2016,5/12/2015,WC,R2,2,3,SHURSHIN_Nikita,RUS,10007271546,22.7,28.539,28.713,31.467,1.377,3,
1333,Cambridge,2016,5/12/2015,WC,R2,2,4,MAKSEL_Krzysztof,POL,10006902239,24.4,26.95,27.015,29.633,1.309,5,
1334,Cambridge,2016,5/12/2015,WC,R2,2,5,WEBSTER_Sam,NZL,10006184742,24.4,28.248,26.839,31.579,2.37,4,
1335,Cambridge,2016,5/12/2015,WC,R2,2,6,WAKIMOTO_Yuta,JPN,10005964470,26.7,22.328,22.135,24.537,1.201,6,
1336,Cambridge,2016,5/12/2015,WC,Final,1,1,EILERS_Joachim,GER,10006379247,25.7,30.157,30.629,32.877,1.124,3,
1337,Cambridge,2016,5/12/2015,WC,Final,1,2,LEVY_Maximilian,GER,10004601723,28.4,31.844,31.962,34.032,1.035,1,
1338,Cambridge,2016,5/12/2015,WC,Final,1,3,BARANOSKI_Matthew,USA_,10007500407,22.4,26.602,27.009,29.669,1.33,5,
1339,Cambridge,2016,5/12/2015,WC,Final,1,4,SHURSHIN_Nikita,RUS,10007271546,22.7,28.713,28.678,31.332,1.327,4,
1340,Cambridge,2016,5/12/2015,WC,Final,1,5,KENNY_Jason,GBR,10004599194,27.7,30.925,30.668,32.622,0.977,2,
1341,Cambridge,2016,5/12/2015,WC,Final,1,6,ENGLER_Eric,GER,10006665496,24.2,23.457,22.952,26.526,1.787,6,
1342,Cambridge,2016,5/12/2015,WC,Final,2,1,KELEMEN_Pavel,CZE,10006422895,24.5,27.827,28.58,31.554,1.487,1,
1343,Cambridge,2016,5/12/2015,WC,Final,2,2,WEBSTER_Sam,NZL,10006184742,24.4,26.839,27.558,31.854,2.148,3,
1344,Cambridge,2016,5/12/2015,WC,Final,2,3,VYNOKUROV_Andrii,UKR,10002418415,33.3,22.866,23.271,25.653,1.191,5,
1345,Cambridge,2016,5/12/2015,WC,Final,2,4,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,27,26.135,26.094,28.438,1.172,4,
1346,Cambridge,2016,5/12/2015,WC,Final,2,5,MAKSEL_Krzysztof,POL,10006902239,24.4,27.015,26.644,29.182,1.269,2,
1347,Cambridge,2016,5/12/2015,WC,Final,2,6,WAKIMOTO_Yuta,JPN,10005964470,26.7,22.135,21.87,24.228,1.179,6,
1348,Hong_Kong,2016,16/01/2016,WC,R1,1,1,DMITRIEV_Denis,RUS,10003100142,29.8,25.207,25.747,27.939,1.096,3,
1349,Hong_Kong,2016,16/01/2016,WC,R1,1,2,OMELCHENKO_Sergii,AZE,10006319633,26.1,22.601,23.59,26.71,1.56,6,
1350,Hong_Kong,2016,16/01/2016,WC,R1,1,3,IM_Chaebin,KOR,10007787464,24.2,25.124,25.599,29.531,1.966,4,
1351,Hong_Kong,2016,16/01/2016,WC,R1,1,4,CECI_Francesco,ITA,10006073493,26.1,23.705,23.833,25.603,0.885,5,
1352,Hong_Kong,2016,16/01/2016,WC,R1,1,5,PUERTA_ZAPATA_Fabian_Hernando,COL,10006904360,24.5,32.04,31.56,33.688,1.064,1,
1353,Hong_Kong,2016,16/01/2016,WC,R1,1,6,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215,20.1,17.76,18.354,22.29,1.968,7,
1354,Hong_Kong,2016,16/01/2016,WC,R1,1,7,LEWIS_Peter,AUS_,10006182924,26,25.97,24.349,28.195,1.923,2,
1355,Hong_Kong,2016,16/01/2016,WC,R1,2,1,WÄCHTER_Tobias,GER,10036244537,27.5,28.1,28.688,31.064,1.188,3,
1356,Hong_Kong,2016,16/01/2016,WC,R1,2,2,WILLIAMS_Zac,NZL,10008997641,20.5,9,23.965,32.449,4.242,7,
1357,Hong_Kong,2016,16/01/2016,WC,R1,2,3,AWANG_Mohd_Azizulhasni,MAS,10004868370,28,28.811,28.891,30.839,0.974,2,
1358,Hong_Kong,2016,16/01/2016,WC,R1,2,4,BÜCHLI_Matthijs,NED,10006900421,23.1,30.132,30.013,31.963,0.975,1,
1359,Hong_Kong,2016,16/01/2016,WC,R1,2,5,CIPRIANO_Flavio_Vagner,BRA,10007165755,26,21.928,22.226,25.12,1.447,5,
1360,Hong_Kong,2016,16/01/2016,WC,R1,2,6,WATANABE_Kazunari,JPN,10003349716,30.7,25.528,25.376,27.208,0.916,4,
1361,Hong_Kong,2016,16/01/2016,WC,R1,2,7,SZALONTAY_Sándor,HUN,10007073506,25.5,20.627,19.808,23.832,2.012,6,
1362,Hong_Kong,2016,16/01/2016,WC,R1,3,1,BARRETTE_Hugo,CAN,10007212639,24.5,23.795,24.508,26.9,1.196,4,
1363,Hong_Kong,2016,16/01/2016,WC,R1,3,2,KELEMEN_Pavel,CZE,10006422895,24.6,28.58,28.718,31.566,1.424,2,
1364,Hong_Kong,2016,16/01/2016,WC,R1,3,3,XU_Chao,CHN,10007947011,21.2,20.289,21.135,24.105,1.485,6,
1365,Hong_Kong,2016,16/01/2016,WC,R1,3,4,EDELIN_Benjamin,FRA,10006584159,22.9,16.857,19.261,24.373,2.556,7,
1366,Hong_Kong,2016,16/01/2016,WC,R1,3,5,CRAMPTON_Matthew,GBR_,10003292122,29.7,29.02,28.572,31.002,1.215,1,
1367,Hong_Kong,2016,16/01/2016,WC,R1,3,6,LENDEL_Vasilijus,LTU,10009181234,20.8,20.564,20.601,23.727,1.563,5,
1368,Hong_Kong,2016,16/01/2016,WC,R1,3,7,BARANOSKI_Matthew,USA_,10007500407,22.5,27.009,26.219,28.799,1.29,3,
1369,Hong_Kong,2016,16/01/2016,WC,R1,4,1,WAKIMOTO_Yuta,JPN,10005964470,26.8,21.87,22.538,24.842,1.152,5,
1370,Hong_Kong,2016,16/01/2016,WC,R1,4,2,ENGLER_Eric,GER,10006665496,24.3,22.952,23.67,27.026,1.678,3,
1371,Hong_Kong,2016,16/01/2016,WC,R1,4,3,VYNOKUROV_Andrii,UKR,10002418415,33.4,23.271,23.478,25.794,1.158,2,
1372,Hong_Kong,2016,16/01/2016,WC,R1,4,4,PHILLIP_Njisane,TTO,10006898401,24.6,24.71,24.622,27.234,1.306,1,
1373,Hong_Kong,2016,16/01/2016,WC,R1,4,5,VORZHEV_Pavel,KAZ,10007828183,22.3,17.703,18.444,23.3,2.428,7,
1374,Hong_Kong,2016,16/01/2016,WC,R1,4,6,LIPA_Mateusz,POL,10007891437,21.2,22.798,21.059,26.105,2.523,4,
1375,Hong_Kong,2016,16/01/2016,WC,R1,4,7,PULGAR_Angel,VEN,10005511301,26.9,18.985,16.894,22.406,2.756,6,
1376,Hong_Kong,2016,16/01/2016,WC,Rep,1,1,IM_Chaebin,KOR,10007787464,24.2,25.599,26.868,30.592,1.862,2,
1377,Hong_Kong,2016,16/01/2016,WC,Rep,1,2,CRAMPTON_Matthew,GBR_,10003292122,29.7,28.572,28.687,31.057,1.185,1,
1378,Hong_Kong,2016,16/01/2016,WC,Rep,1,3,WATANABE_Kazunari,JPN,10003349716,30.7,25.376,25.456,27.266,0.905,3,
1379,Hong_Kong,2016,16/01/2016,WC,Rep,1,4,PHILLIP_Njisane,TTO,10006898401,24.6,24.622,24.547,27.083,1.268,4,
