,Location,Year,Date,Event,Round,Heat,Rank,Athlete,Country,UCI_ID,Age,Initial_CSE,Final_CSE,Mu,Sigma,ExpectedRank,RatingChange
2327,Adelaide,2019,13/10/2018,CCh,Rep,1,5,SPENCER_Sam,NZL,,18.1,5.822,4.225,13.807,4.791,5,
2328,Adelaide,2019,13/10/2018,CCh,Rep,2,1,WILLIAMS_Zac,NZL,10008997641,23.2,25.563,26.288,29.352,1.532,2,
2329,Adelaide,2019,13/10/2018,CCh,Rep,2,2,SAUNDERS_Callum,NZL,10009012391,23,16.339,21.03,28.126,3.548,4,
2330,Adelaide,2019,13/10/2018,CCh,Rep,2,3,DAWKINS_Edward,NZL,10005782695,29.3,29.205,29.049,30.735,0.843,1,
2331,Adelaide,2019,13/10/2018,CCh,Rep,2,4,BRISTER_James,AUS,10011146694,19.6,1.205,9.928,17.954,4.013,5,
2332,Adelaide,2019,13/10/2018,CCh,Rep,2,5,HOFFMAN_Leigh,AUS,10055348887,18.3,19.665,17.067,22.923,2.928,3,
2333,Adelaide,2019,13/10/2018,CCh,Rep,3,1,WEBSTER_Sam,NZL,10006184742,27.2,28.648,28.885,31.153,1.134,1,
2334,Adelaide,2019,13/10/2018,CCh,Rep,3,2,CASTLE_Jordan,NZL,10009138491,22.4,26.277,26.223,30.035,1.906,2,
2335,Adelaide,2019,13/10/2018,CCh,Rep,3,3,RYAN_Blake,AUS,,24,6.798,12.57,20.13,3.78,4,
2336,Adelaide,2019,13/10/2018,CCh,Rep,3,4,ROWLEY_Conor,AUS,10010664829,20.5,2.692,8.917,17.227,4.155,5,
2337,Adelaide,2019,13/10/2018,CCh,Rep,3,5,MEUNIER_Tylah,AUS,,19.2,18.36,13.92,20.964,3.522,3,
2338,Adelaide,2019,13/10/2018,CCh,Rep,4,1,DAKIN_Sam,NZL,10010624918,22.1,19.615,22.736,30.418,3.841,1,
2339,Adelaide,2019,13/10/2018,CCh,Rep,4,2,GREEN_Jamie,AUS_,10007051274,25.8,8.897,15.27,23.156,3.943,4,
2340,Adelaide,2019,13/10/2018,CCh,Rep,4,3,HOUSDEN_Max,AUS,10009117071,22.5,15.603,15.87,23.066,3.598,2,
2341,Adelaide,2019,13/10/2018,CCh,Rep,4,4,MARSHALL_Zachary,AUS,,18.1,10.835,11.168,17.864,3.348,3,
2342,Adelaide,2019,13/10/2018,CCh,Rep,4,5,WILLIAMS_Jackson,AUS,10010791030,24.1,5.492,3.56,12.792,4.616,5,
2343,Adelaide,2019,13/10/2018,CCh,R2,1,1,GLAETZER_Matthew,AUS,10006894559,26.1,31.485,31.66,33.4,0.87,1,
2344,Adelaide,2019,13/10/2018,CCh,R2,1,2,DAKIN_Sam,NZL,10010624918,22.1,22.736,25.389,31.585,3.098,4,
2345,Adelaide,2019,13/10/2018,CCh,R2,1,3,CLARKE_Thomas,AUS,10009009260,23.5,23.394,23.929,27.069,1.57,3,
2346,Adelaide,2019,13/10/2018,CCh,R2,1,4,KNIPE_Bradly,NZL,10009978048,19.8,15.928,18.911,24.985,3.037,6,
2347,Adelaide,2019,13/10/2018,CCh,R2,1,5,BONSER_Kye,AUS,,19.5,24.999,22.666,28.858,3.096,2,
2348,Adelaide,2019,13/10/2018,CCh,R2,1,6,POLLARD_Ned,AUS,10061341164,18,22.379,17.905,25.443,3.769,5,
2349,Adelaide,2019,13/10/2018,CCh,R2,2,1,SCHMID_Jacob,AUS,10007811817,24.7,24.898,25.925,28.807,1.441,4,
2350,Adelaide,2019,13/10/2018,CCh,R2,2,2,CONSTABLE_Patrick,AUS,10009009462,23.2,23.857,25.041,28.591,1.775,6,
2351,Adelaide,2019,13/10/2018,CCh,R2,2,3,WEBSTER_Sam,NZL,10006184742,27.2,28.885,28.924,31.14,1.108,1,
2352,Adelaide,2019,13/10/2018,CCh,R2,2,4,RICHARDSON_Matthew,AUS,10015145724,19.5,25.469,24.273,31.619,3.673,3,
2353,Adelaide,2019,13/10/2018,CCh,R2,2,5,OGLE_Jackson,NZL,10015443087,19.7,23.866,22.664,29.32,3.328,5,
2354,Adelaide,2019,13/10/2018,CCh,R2,2,6,WILLIAMS_Zac,NZL,10008997641,23.2,26.288,25.633,28.593,1.48,2,
2355,Adelaide,2019,13/10/2018,CCh,Final,1,1,GLAETZER_Matthew,AUS,10006894559,26.1,31.66,31.853,33.581,0.864,1,
2356,Adelaide,2019,13/10/2018,CCh,Final,1,2,SCHMID_Jacob,AUS,10007811817,24.7,25.925,26.57,29.344,1.387,3,
2357,Adelaide,2019,13/10/2018,CCh,Final,1,3,DAKIN_Sam,NZL,10010624918,22.1,25.389,26.265,31.491,2.613,4,
2358,Adelaide,2019,13/10/2018,CCh,Final,1,4,CONSTABLE_Patrick,AUS,10009009462,23.2,25.041,25.284,28.624,1.67,5,
2359,Adelaide,2019,13/10/2018,CCh,Final,1,5,WEBSTER_Sam,NZL,10006184742,27.2,28.924,28.649,30.819,1.085,2,
2360,Adelaide,2019,13/10/2018,CCh,Final,1,6,CLARKE_Thomas,AUS,10009009260,23.5,23.929,23.453,26.487,1.517,6,
2361,Adelaide,2019,13/10/2018,CCh,Final,2,1,WILLIAMS_Zac,NZL,10008997641,23.2,25.633,26.472,29.342,1.435,1,
2362,Adelaide,2019,13/10/2018,CCh,Final,2,2,OGLE_Jackson,NZL,10015443087,19.7,22.664,24.792,30.384,2.796,4,
2363,Adelaide,2019,13/10/2018,CCh,Final,2,3,RICHARDSON_Matthew,AUS,10015145724,19.5,24.273,24.661,30.613,2.976,2,
2364,Adelaide,2019,13/10/2018,CCh,Final,2,4,POLLARD_Ned,AUS,10061341164,18,17.905,19.763,25.825,3.031,6,
2365,Adelaide,2019,13/10/2018,CCh,Final,2,5,KNIPE_Bradly,NZL,10009978048,19.8,18.911,19.162,24.422,2.63,5,
2366,Adelaide,2019,13/10/2018,CCh,Final,2,6,BONSER_Kye,AUS,,19.5,22.666,20.257,25.711,2.727,3,
2367,Paris,2019,20/10/2018,WC,R1,1,1,GLAETZER_Matthew,AUS,10006894559,26.2,31.853,31.999,33.717,0.859,1,
2368,Paris,2019,20/10/2018,WC,R1,1,2,VORZHEV_Pavel,KAZ,10007828183,25.1,19.885,22,26.02,2.01,5,
2369,Paris,2019,20/10/2018,WC,R1,1,3,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,9,20.645,28.999,4.177,6,
2370,Paris,2019,20/10/2018,WC,R1,1,4,LENDEL_Vasilijus,LTU,10009181234,23.5,25.23,25.287,27.147,0.93,3,
2371,Paris,2019,20/10/2018,WC,R1,1,5,LIU_Kuan,CHN,10014664057,22.6,9,17.159,25.473,4.157,6,
2372,Paris,2019,20/10/2018,WC,R1,1,6,PERKINS_Shane_Alan,RUS,10051694112,31.8,28.244,27.801,30.027,1.113,2,
2373,Paris,2019,20/10/2018,WC,R1,1,7,OMELCHENKO_Sergii,AZE,10006319633,28.9,22.847,22.644,24.432,0.894,4,
2374,Paris,2019,20/10/2018,WC,R1,2,1,BOS_Theo,NED,10050887493,35.2,22.144,25.707,31.399,2.846,4,
2375,Paris,2019,20/10/2018,WC,R1,2,2,DAWKINS_Edward,NZL,10005782695,29.3,29.049,29.11,30.782,0.836,2,
2376,Paris,2019,20/10/2018,WC,R1,2,3,PERALTA_Juan,ESP,10006552534,28.4,25.25,25.352,27.168,0.908,3,
2377,Paris,2019,20/10/2018,WC,R1,2,4,SZALONTAY_Sándor,HUN,10007073506,28.3,19.269,19.767,22.419,1.326,6,
2378,Paris,2019,20/10/2018,WC,R1,2,5,NOVIK_Uladzislau,BLR,10009049979,23.6,19.83,20.129,23.613,1.742,5,
2379,Paris,2019,20/10/2018,WC,R1,2,6,AWANG_Mohd_Azizulhasni,MAS,10004868370,30.8,29.097,28.796,30.356,0.78,1,
2380,Paris,2019,20/10/2018,WC,R1,2,7,CECI_Luca,ITA,10006108051,29.8,15.225,14.866,18.722,1.928,7,
2381,Paris,2019,20/10/2018,WC,R1,3,1,CARLIN_Jack,GBR,10009967641,21.5,28.48,29.294,32.786,1.746,1,
2382,Paris,2019,20/10/2018,WC,R1,3,2,KAWABATA_Tomoyuki,JPN,10008098470,33.7,26.612,26.854,28.984,1.065,3,
2383,Paris,2019,20/10/2018,WC,R1,3,3,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,29.9,25.032,25.191,27.315,1.062,4,
2384,Paris,2019,20/10/2018,WC,R1,3,4,JURCZYK_Marc,GER,10009178002,22.7,23.154,23.308,26.142,1.417,5,
2385,Paris,2019,20/10/2018,WC,R1,3,5,BÁBEK_Tomáš,CZE,10004612534,31.4,27.678,27.281,29.563,1.141,2,
2386,Paris,2019,20/10/2018,WC,R1,3,6,SPIES_Jean,RSA,10007351671,28.9,3.873,9.163,16.013,3.425,7,
2387,Paris,2019,20/10/2018,WC,R1,3,7,TJON_EN_FA_Jaïr,SUR,10117936018,25,18.286,16.984,21.146,2.081,6,
2388,Paris,2019,20/10/2018,WC,R1,4,1,PERVIS_Francois,FRA,10003011125,34,30.286,30.497,32.117,0.81,1,
2389,Paris,2019,20/10/2018,WC,R1,4,2,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.4,9,23.612,32.182,4.285,6,
2390,Paris,2019,20/10/2018,WC,R1,4,3,VYNOKUROV_Andrii,UKR,10002418415,36.2,28.58,28.626,30.2,0.787,2,
2391,Paris,2019,20/10/2018,WC,R1,4,4,MAKSEL_Krzysztof,POL,10006902239,27.3,27.629,27.593,29.709,1.058,3,
2392,Paris,2019,20/10/2018,WC,R1,4,5,WAKIMOTO_Yuta,JPN,10005964470,29.6,26.76,26.666,28.34,0.837,4,
2393,Paris,2019,20/10/2018,WC,R1,4,6,CECI_Francesco,ITA,10006073493,28.8,22.554,22.487,24.013,0.763,5,
2394,Paris,2019,20/10/2018,WC,R1,4,7,LIGTLEE_Sam,NED,10009972994,20.9,9,5.521,16.905,5.692,6,
2395,Paris,2019,20/10/2018,WC,Rep,1,1,MAKSEL_Krzysztof,POL,10006902239,27.3,27.593,27.958,30.044,1.043,2,
2396,Paris,2019,20/10/2018,WC,Rep,1,2,AWANG_Mohd_Azizulhasni,MAS,10004868370,30.8,28.796,28.853,30.405,0.776,1,
2397,Paris,2019,20/10/2018,WC,Rep,1,3,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,20.645,22.498,28.916,3.209,5,
2398,Paris,2019,20/10/2018,WC,Rep,1,4,BÁBEK_Tomáš,CZE,10004612534,31.4,27.281,27.067,29.303,1.118,3,
2399,Paris,2019,20/10/2018,WC,Rep,1,5,OMELCHENKO_Sergii,AZE,10006319633,28.9,22.644,22.514,24.292,0.889,4,
2400,Paris,2019,20/10/2018,WC,Rep,2,1,JURCZYK_Marc,GER,10009178002,22.7,23.308,24.025,26.779,1.377,3,
2401,Paris,2019,20/10/2018,WC,Rep,2,2,PERKINS_Shane_Alan,RUS,10051694112,31.8,27.801,27.77,29.954,1.092,1,
2402,Paris,2019,20/10/2018,WC,Rep,2,3,NOVIK_Uladzislau,BLR,10009049979,23.6,20.129,20.559,23.867,1.654,4,
2403,Paris,2019,20/10/2018,WC,Rep,2,4,PERALTA_Juan,ESP,10006552534,28.4,25.352,25.139,26.939,0.9,2,
2404,Paris,2019,20/10/2018,WC,Rep,2,5,LIGTLEE_Sam,NED,10009972994,20.9,5.521,5.151,14.785,4.817,5,
2405,Paris,2019,20/10/2018,WC,Rep,3,1,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,29.9,25.191,25.416,27.516,1.05,1,
2406,Paris,2019,20/10/2018,WC,Rep,3,2,SZALONTAY_Sándor,HUN,10007073506,28.3,19.767,20.181,22.755,1.287,3,
2407,Paris,2019,20/10/2018,WC,Rep,3,3,TJON_EN_FA_Jaïr,SUR,10117936018,25,16.984,17.683,21.533,1.925,5,
2408,Paris,2019,20/10/2018,WC,Rep,3,4,CECI_Francesco,ITA,10006073493,28.8,22.487,22.378,23.896,0.759,2,
2409,Paris,2019,20/10/2018,WC,Rep,3,5,LIU_Kuan,CHN,10014664057,22.6,17.159,14.239,21.007,3.384,4,
2410,Paris,2019,20/10/2018,WC,Rep,4,1,WAKIMOTO_Yuta,JPN,10005964470,29.6,26.666,26.811,28.477,0.833,2,
2411,Paris,2019,20/10/2018,WC,Rep,4,2,CECI_Luca,ITA,10006108051,29.8,14.866,16.668,20.274,1.803,4,
2412,Paris,2019,20/10/2018,WC,Rep,4,3,VYNOKUROV_Andrii,UKR,10002418415,36.2,28.626,28.464,30.028,0.782,1,
2413,Paris,2019,20/10/2018,WC,Rep,4,4,LENDEL_Vasilijus,LTU,10009181234,23.5,25.287,25.066,26.906,0.92,3,
2414,Paris,2019,20/10/2018,WC,Rep,4,5,SPIES_Jean,RSA,10007351671,28.9,9.163,8.94,15.308,3.184,5,
2415,Paris,2019,20/10/2018,WC,R2,1,1,DAWKINS_Edward,NZL,10005782695,29.3,29.11,29.365,31.025,0.83,3,
2416,Paris,2019,20/10/2018,WC,R2,1,2,MAKSEL_Krzysztof,POL,10006902239,27.3,27.958,28.224,30.27,1.023,4,
2417,Paris,2019,20/10/2018,WC,R2,1,3,WAKIMOTO_Yuta,JPN,10005964470,29.6,26.811,26.948,28.596,0.824,6,
2418,Paris,2019,20/10/2018,WC,R2,1,4,KAWABATA_Tomoyuki,JPN,10008098470,33.7,26.854,26.934,29.018,1.042,5,
2419,Paris,2019,20/10/2018,WC,R2,1,5,GLAETZER_Matthew,AUS,10006894559,26.2,31.999,31.766,33.464,0.849,1,
2420,Paris,2019,20/10/2018,WC,R2,1,6,PERVIS_Francois,FRA,10003011125,34,30.497,30.238,31.846,0.804,2,
2421,Paris,2019,20/10/2018,WC,R2,2,1,CARLIN_Jack,GBR,10009967641,21.5,29.294,30.145,33.501,1.678,1,
2422,Paris,2019,20/10/2018,WC,R2,2,2,BOS_Theo,NED,10050887493,35.2,25.707,27.107,32.095,2.494,2,
2423,Paris,2019,20/10/2018,WC,R2,2,3,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,29.9,25.416,25.624,27.686,1.031,3,
2424,Paris,2019,20/10/2018,WC,R2,2,4,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.4,23.612,23.435,29.917,3.241,5,
2425,Paris,2019,20/10/2018,WC,R2,2,5,JURCZYK_Marc,GER,10009178002,22.7,24.025,23.909,26.575,1.333,4,
2426,Paris,2019,20/10/2018,WC,R2,2,6,VORZHEV_Pavel,KAZ,10007828183,25.1,22,21.23,25.036,1.903,6,
2427,Paris,2019,20/10/2018,WC,Final,1,1,WAKIMOTO_Yuta,JPN,10005964470,29.6,26.948,27.262,28.898,0.818,5,
2428,Paris,2019,20/10/2018,WC,Final,1,2,DAWKINS_Edward,NZL,10005782695,29.3,29.365,29.489,31.133,0.822,2,
2429,Paris,2019,20/10/2018,WC,Final,1,3,MAKSEL_Krzysztof,POL,10006902239,27.3,28.224,28.337,30.345,1.004,3,
2430,Paris,2019,20/10/2018,WC,Final,1,4,CARLIN_Jack,GBR,10009967641,21.5,30.145,29.768,32.94,1.586,1,
2431,Paris,2019,20/10/2018,WC,Final,1,5,BOS_Theo,NED,10050887493,35.2,27.107,26.274,30.726,2.226,4,
2432,Paris,2019,20/10/2018,WC,Final,1,6,CANELON_VERA_Hersony_Gadiel,VEN,10004717719,29.9,25.624,25.385,27.421,1.018,6,
2433,Paris,2019,20/10/2018,WC,Final,2,1,VORZHEV_Pavel,KAZ,10007828183,25.1,21.23,23.288,26.862,1.787,6,
2434,Paris,2019,20/10/2018,WC,Final,2,2,PERVIS_Francois,FRA,10003011125,34,30.238,30.294,31.89,0.798,2,
2435,Paris,2019,20/10/2018,WC,Final,2,3,GLAETZER_Matthew,AUS,10006894559,26.2,31.766,31.676,33.356,0.84,1,
2436,Paris,2019,20/10/2018,WC,Final,2,4,KAWABATA_Tomoyuki,JPN,10008098470,33.7,26.934,26.919,28.963,1.022,3,
2437,Paris,2019,20/10/2018,WC,Final,2,5,JURCZYK_Marc,GER,10009178002,22.7,23.909,23.858,26.442,1.292,4,
2438,Paris,2019,20/10/2018,WC,Final,2,6,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.4,23.435,21.174,26.788,2.807,5,
2439,Milton,2019,27/10/2018,WC,R1,1,1,BARRETTE_Hugo,CAN,10007212639,27.3,26.384,26.604,28.244,0.82,2,
2440,Milton,2019,27/10/2018,WC,R1,1,2,VYNOKUROV_Andrii,UKR,10002418415,36.2,28.464,28.476,30.032,0.778,1,
2441,Milton,2019,27/10/2018,WC,R1,1,3,PERALTA_Juan,ESP,10006552534,28.4,25.139,25.157,26.937,0.89,3,
2442,Milton,2019,27/10/2018,WC,R1,1,4,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.5,21.174,20.804,25.778,2.487,4,
2443,Milton,2019,27/10/2018,WC,R1,1,5,LAW_Tsz_Chun,HKG,10011155990,20.7,9,10.387,19.973,4.793,5,
2444,Milton,2019,27/10/2018,WC,R1,1,6,SPIES_Jean,RSA,10007351671,28.9,8.94,8.277,14.203,2.963,6,
2445,Milton,2019,27/10/2018,WC,R1,2,1,LAVREYSEN_Harrie,NED,10009535686,21.6,28.113,29.215,32.667,1.726,3,
2446,Milton,2019,27/10/2018,WC,R1,2,2,MAKSEL_Krzysztof,POL,10006902239,27.3,28.337,28.572,30.546,0.987,2,
2447,Milton,2019,27/10/2018,WC,R1,2,3,KENNY_Jason,GBR,10004599194,30.6,31.418,31.361,33.151,0.895,1,
2448,Milton,2019,27/10/2018,WC,R1,2,4,KAWABATA_Tomoyuki,JPN,10008098470,33.7,26.919,26.937,28.943,1.003,5,
2449,Milton,2019,27/10/2018,WC,R1,2,5,TJON_EN_FA_Jaïr,SUR,10117936018,25,17.683,18.686,22.268,1.791,7,
2450,Milton,2019,27/10/2018,WC,R1,2,6,BÁBEK_Tomáš,CZE,10004612534,31.4,27.067,26.717,28.903,1.093,4,
2451,Milton,2019,27/10/2018,WC,R1,2,7,CECI_Francesco,ITA,10006073493,28.9,22.378,22.241,23.755,0.757,6,
2452,Milton,2019,27/10/2018,WC,R1,3,1,BÜCHLI_Matthijs,NED,10006900421,25.9,32.123,32.222,33.856,0.817,1,
2453,Milton,2019,27/10/2018,WC,R1,3,3,WAKIMOTO_Yuta,JPN,10005964470,29.6,27.262,27.361,28.983,0.811,2,
2454,Milton,2019,27/10/2018,WC,R1,3,3,VIGIER_Sébastien,FRA,10010678569,21.5,28.231,28.302,32.322,2.01,1,
2455,Milton,2019,27/10/2018,WC,R1,3,4,NOVIK_Uladzislau,BLR,10009049979,23.6,20.559,21.188,24.334,1.573,4,
2456,Milton,2019,27/10/2018,WC,R1,3,5,DUBCHENKO_Aleksandr,RUS,10007772108,23.7,22.963,22.929,25.497,1.284,2,
2457,Milton,2019,27/10/2018,WC,R1,3,6,OMELCHENKO_Sergii,AZE,10006319633,28.9,22.514,22.386,24.148,0.881,3,
2458,Milton,2019,27/10/2018,WC,R1,3,7,ARCHAMBAULT_Joel,CAN,10009307435,26.6,9,5.172,16.398,5.613,5,
2459,Milton,2019,27/10/2018,WC,R1,4,1,CONSTABLE_Patrick,AUS,10009009462,23.3,25.284,26.45,29.64,1.595,4,
2460,Milton,2019,27/10/2018,WC,R1,4,2,DAWKINS_Edward,NZL,10005782695,29.3,29.489,29.569,31.199,0.815,1,
2461,Milton,2019,27/10/2018,WC,R1,4,3,DÖRNBACH_Maximilian,GER,10007779683,22.8,25.368,25.71,28.478,1.384,3,
2462,Milton,2019,27/10/2018,WC,R1,4,4,VERDUGO_OSUNA_Edgar,MEX,10007890932,24.4,20.859,21.565,24.677,1.556,7,
2463,Milton,2019,27/10/2018,WC,R1,4,5,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,22.498,22.563,27.865,2.651,6,
2464,Milton,2019,27/10/2018,WC,R1,4,6,LENDEL_Vasilijus,LTU,10009181234,23.6,25.066,24.955,26.769,0.907,5,
2465,Milton,2019,27/10/2018,WC,R1,4,7,AWANG_Mohd_Azizulhasni,MAS,10004868370,30.8,28.853,28.56,30.102,0.771,2,
2466,Milton,2019,27/10/2018,WC,Rep,1,1,BÁBEK_Tomáš,CZE,10004612534,31.4,26.717,26.98,29.138,1.079,1,
2467,Milton,2019,27/10/2018,WC,Rep,1,2,PERALTA_Juan,ESP,10006552534,28.4,25.157,25.228,26.992,0.882,2,
2468,Milton,2019,27/10/2018,WC,Rep,1,3,DUBCHENKO_Aleksandr,RUS,10007772108,23.7,22.929,22.915,25.417,1.251,3,
2469,Milton,2019,27/10/2018,WC,Rep,1,4,VERDUGO_OSUNA_Edgar,MEX,10007890932,24.4,21.565,21.134,24.154,1.51,4,
2470,Milton,2019,27/10/2018,WC,Rep,2,1,KENNY_Jason,GBR,10004599194,30.6,31.361,31.447,33.231,0.892,1,
2471,Milton,2019,27/10/2018,WC,Rep,2,2,NOVIK_Uladzislau,BLR,10009049979,23.6,21.188,21.883,24.911,1.514,3,
2472,Milton,2019,27/10/2018,WC,Rep,2,3,AWANG_Mohd_Azizulhasni,MAS,10004868370,30.8,28.56,28.419,29.955,0.768,2,
2473,Milton,2019,27/10/2018,WC,Rep,2,4,SPIES_Jean,RSA,10007351671,28.9,8.277,10.781,16.049,2.634,5,
2474,Milton,2019,27/10/2018,WC,Rep,2,5,TJON_EN_FA_Jaïr,SUR,10117936018,25,18.686,17.865,21.313,1.724,4,
2475,Milton,2019,27/10/2018,WC,Rep,3,1,WAKIMOTO_Yuta,JPN,10005964470,29.6,27.361,27.511,29.127,0.808,1,
2476,Milton,2019,27/10/2018,WC,Rep,3,2,ARCHAMBAULT_Joel,CAN,10009307435,26.6,5.172,16.793,24.365,3.786,5,
2477,Milton,2019,27/10/2018,WC,Rep,3,3,KAWABATA_Tomoyuki,JPN,10008098470,33.7,26.937,26.809,28.787,0.989,2,
2478,Milton,2019,27/10/2018,WC,Rep,3,4,LENDEL_Vasilijus,LTU,10009181234,23.6,24.955,24.791,26.589,0.899,3,
2479,Milton,2019,27/10/2018,WC,Rep,3,5,LAW_Tsz_Chun,HKG,10011155990,20.7,10.387,9.584,17.718,4.067,4,
2480,Milton,2019,27/10/2018,WC,Rep,4,1,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,22.563,24.618,29.47,2.426,2,
2481,Milton,2019,27/10/2018,WC,Rep,4,2,DÖRNBACH_Maximilian,GER,10007779683,22.8,25.71,25.882,28.564,1.341,1,
2482,Milton,2019,27/10/2018,WC,Rep,4,3,CECI_Francesco,ITA,10006073493,28.9,22.241,22.316,23.822,0.753,4,
2483,Milton,2019,27/10/2018,WC,Rep,4,4,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.5,20.804,20.555,25.031,2.238,5,
2484,Milton,2019,27/10/2018,WC,Rep,4,5,OMELCHENKO_Sergii,AZE,10006319633,28.9,22.386,22.188,23.938,0.875,3,
2485,Milton,2019,27/10/2018,WC,R2,1,1,VIGIER_Sébastien,FRA,10010678569,21.5,28.302,29.467,33.265,1.899,2,
2486,Milton,2019,27/10/2018,WC,R2,1,2,BÁBEK_Tomáš,CZE,10004612534,31.4,26.98,27.29,29.404,1.057,3,
2487,Milton,2019,27/10/2018,WC,R2,1,3,BARRETTE_Hugo,CAN,10007212639,27.3,26.604,26.713,28.339,0.813,4,
2488,Milton,2019,27/10/2018,WC,R2,1,4,MAKSEL_Krzysztof,POL,10006902239,27.3,28.572,28.498,30.438,0.97,1,
2489,Milton,2019,27/10/2018,WC,R2,1,5,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,24.618,24.242,28.596,2.177,6,
2490,Milton,2019,27/10/2018,WC,R2,1,6,CONSTABLE_Patrick,AUS,10009009462,23.3,26.45,25.705,28.769,1.532,5,
2491,Milton,2019,27/10/2018,WC,R2,2,1,BÜCHLI_Matthijs,NED,10006900421,25.9,32.222,32.408,34.032,0.812,1,
2492,Milton,2019,27/10/2018,WC,R2,2,2,WAKIMOTO_Yuta,JPN,10005964470,29.6,27.511,27.737,29.339,0.801,6,
2493,Milton,2019,27/10/2018,WC,R2,2,3,KENNY_Jason,GBR,10004599194,30.6,31.447,31.443,33.205,0.881,2,
2494,Milton,2019,27/10/2018,WC,R2,2,4,DAWKINS_Edward,NZL,10005782695,29.3,29.569,29.551,31.167,0.808,3,
2495,Milton,2019,27/10/2018,WC,R2,2,5,VYNOKUROV_Andrii,UKR,10002418415,36.2,28.476,28.412,29.958,0.773,5,
2496,Milton,2019,27/10/2018,WC,R2,2,6,LAVREYSEN_Harrie,NED,10009535686,21.6,29.215,28.243,31.527,1.642,4,
2497,Milton,2019,27/10/2018,WC,Final,1,1,KENNY_Jason,GBR,10004599194,30.6,31.443,31.674,33.422,0.874,2,
2498,Milton,2019,27/10/2018,WC,Final,1,2,BARRETTE_Hugo,CAN,10007212639,27.3,26.713,26.963,28.575,0.806,6,
2499,Milton,2019,27/10/2018,WC,Final,1,3,BÜCHLI_Matthijs,NED,10006900421,25.9,32.408,32.367,33.977,0.805,1,
2500,Milton,2019,27/10/2018,WC,Final,1,4,VIGIER_Sébastien,FRA,10010678569,21.5,29.467,29.203,32.739,1.768,3,
2501,Milton,2019,27/10/2018,WC,Final,1,5,BÁBEK_Tomáš,CZE,10004612534,31.4,27.29,27.21,29.284,1.037,5,
2502,Milton,2019,27/10/2018,WC,Final,1,6,WAKIMOTO_Yuta,JPN,10005964470,29.6,27.737,27.553,29.147,0.797,4,
2503,Milton,2019,27/10/2018,WC,Final,2,1,CONSTABLE_Patrick,AUS,10009009462,23.3,25.705,26.761,29.707,1.473,5,
2504,Milton,2019,27/10/2018,WC,Final,2,2,DAWKINS_Edward,NZL,10005782695,29.3,29.551,29.659,31.261,0.801,1,
2505,Milton,2019,27/10/2018,WC,Final,2,3,LAVREYSEN_Harrie,NED,10009535686,21.6,28.243,28.395,31.507,1.556,4,
2506,Milton,2019,27/10/2018,WC,Final,2,4,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20,24.242,24.719,28.685,1.983,6,
2507,Milton,2019,27/10/2018,WC,Final,2,5,VYNOKUROV_Andrii,UKR,10002418415,36.2,28.412,28.312,29.848,0.768,3,
2508,Milton,2019,27/10/2018,WC,Final,2,6,MAKSEL_Krzysztof,POL,10006902239,27.3,28.498,28.172,30.088,0.958,2,
2509,Berlin,2019,1/12/2018,WC,R1,1,1,VYNOKUROV_Andrii,UKR,10002418415,36.3,28.312,28.423,29.957,0.767,1,
2510,Berlin,2019,1/12/2018,WC,R1,1,2,BROWNE_Kwesi,TTO,10009010876,24.8,23.893,24.091,26.173,1.041,4,
2511,Berlin,2019,1/12/2018,WC,R1,1,3,WATANABE_Kazunari,JPN,10003349716,33.6,24.973,24.942,26.572,0.815,2,
2512,Berlin,2019,1/12/2018,WC,R1,1,4,LENDEL_Vasilijus,LTU,10009181234,23.7,24.791,24.59,26.374,0.892,3,
2513,Berlin,2019,1/12/2018,WC,R1,2,1,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840,20.1,24.719,26.263,29.997,1.867,4,
2514,Berlin,2019,1/12/2018,WC,R1,2,2,PERKINS_Shane_Alan,RUS,10051694112,31.9,27.77,27.981,30.121,1.07,3,
2515,Berlin,2019,1/12/2018,WC,R1,2,3,LAVREYSEN_Harrie,NED,10009535686,21.7,28.395,28.344,31.318,1.487,2,
2516,Berlin,2019,1/12/2018,WC,R1,2,4,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574,24.6,20.555,21.412,25.502,2.045,5,
2517,Berlin,2019,1/12/2018,WC,R1,2,5,KENNY_Jason,GBR,10004599194,30.7,31.674,31.313,33.045,0.866,1,
