,Location,Year,Date,Event,Round,Heat,Rank,Athlete,Country,UCI_ID,Age,Initial_CSE,Final_CSE,ExpectedRank,RatingChange
2217,Apeldoorn,2018,2018-03-01,WCH,R2,2,5,VYNOKUROV_Andrii,UKR,10002418415.0,35.5,28.531999999999996,28.448,3.0,
2218,Apeldoorn,2018,2018-03-01,WCH,R2,2,6,EILERS_Joachim,GER,10006379247.0,27.9,32.925,32.52,1.0,
2219,Apeldoorn,2018,2018-03-01,WCH,Final,1,1,PUERTA_ZAPATA_Fabian_Hernando,COL,10006904360.0,26.6,32.146,32.368,3.0,
2220,Apeldoorn,2018,2018-03-01,WCH,Final,1,2,KAWABATA_Tomoyuki,JPN,10008098470.0,33.1,26.083,26.612,6.0,
2221,Apeldoorn,2018,2018-03-01,WCH,Final,1,3,LEVY_Maximilian,GER,10004601723.0,30.7,32.18,32.175000000000004,2.0,
2222,Apeldoorn,2018,2018-03-01,WCH,Final,1,4,BÜCHLI_Matthijs,NED,10006900421.0,25.2,32.208,32.123,1.0,
2223,Apeldoorn,2018,2018-03-01,WCH,Final,1,5,CARLIN_Jack,GBR,10009967641.0,20.9,26.747,26.45,5.0,
2224,Apeldoorn,2018,2018-03-01,WCH,Final,1,6,LAVREYSEN_Harrie,NED,10009535686.0,21.0,29.205,28.113,4.0,
2225,Apeldoorn,2018,2018-03-01,WCH,Final,2,1,GLAETZER_Matthew,AUS,10006894559.0,25.5,30.364,30.601000000000003,2.0,
2226,Apeldoorn,2018,2018-03-01,WCH,Final,2,2,VYNOKUROV_Andrii,UKR,10002418415.0,35.5,28.448,28.580000000000002,3.0,
2227,Apeldoorn,2018,2018-03-01,WCH,Final,2,3,WAKIMOTO_Yuta,JPN,10005964470.0,28.9,26.643,26.759999999999998,4.0,
2228,Apeldoorn,2018,2018-03-01,WCH,Final,2,4,BARRETTE_Hugo,CAN,10007212639.0,26.7,26.392000000000003,26.43,5.0,
2229,Apeldoorn,2018,2018-03-01,WCH,Final,2,5,PERALTA_Juan,ESP,10006552534.0,27.8,25.262,25.25,6.0,
2230,Apeldoorn,2018,2018-03-01,WCH,Final,2,6,EILERS_Joachim,GER,10006379247.0,27.9,32.52,32.097,1.0,
2231,Brisbane,2018,2018-04-06,CWG,R1,1,1,CONSTABLE_Patrick,AUS,10009009462.0,22.7,15.608,19.722,4.0,
2232,Brisbane,2018,2018-04-06,CWG,R1,1,2,AWANG_Mohd_Azizulhasni,MAS,10004868370.0,30.3,29.225,29.200000000000003,1.0,
2233,Brisbane,2018,2018-04-06,CWG,R1,1,3,BROWNE_Kwesi,TTO,10009010876.0,24.2,23.758,23.87,3.0,
2234,Brisbane,2018,2018-04-06,CWG,R1,1,4,KUMAR_Sahil,IND,10011156903.0,20.0,9.0,16.042,6.0,
2235,Brisbane,2018,2018-04-06,CWG,R1,1,5,SKINNER_Callum,GBR,10006898296.0,25.6,14.544,15.748000000000001,5.0,
2236,Brisbane,2018,2018-04-06,CWG,R1,1,6,BARRETTE_Hugo,CAN,10007212639.0,26.8,26.43,26.082,2.0,
2237,Brisbane,2018,2018-04-06,CWG,R1,2,1,GLAETZER_Matthew,AUS,10006894559.0,25.6,30.601000000000003,30.788000000000004,1.0,
2238,Brisbane,2018,2018-04-06,CWG,R1,2,2,RITTER_Stefan,CAN,10009821131.0,19.9,25.746000000000002,26.575000000000003,2.0,
2239,Brisbane,2018,2018-04-06,CWG,R1,2,3,HINDES_Philip,GBR,10007499292.0,25.5,9.0,18.866,4.0,
2240,Brisbane,2018,2018-04-06,CWG,R1,2,4,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215.0,22.4,25.124000000000002,25.012999999999998,3.0,
2241,Brisbane,2018,2018-04-06,CWG,R1,2,5,SINGH_Ranjit,IND,10050854050.0,24.6,9.0,11.115,4.0,
2242,Brisbane,2018,2018-04-06,CWG,R1,2,6,KNIPE_Bradly,NZL,10009978048.0,19.3,9.0,4.071,4.0,
2243,Brisbane,2018,2018-04-06,CWG,R1,3,1,TRUMAN_Joseph,GBR,10017950943.0,21.1,27.094,27.647000000000002,2.0,
2244,Brisbane,2018,2018-04-06,CWG,R1,3,2,WEBSTER_Sam,NZL,10006184742.0,26.7,28.557000000000002,28.628999999999998,1.0,
2245,Brisbane,2018,2018-04-06,CWG,R1,3,3,OLIVA_Lewis,GBR,10006898300.0,25.6,26.557000000000002,26.542,3.0,
2246,Brisbane,2018,2018-04-06,CWG,R1,3,4,SANANDARAJ_Sanuraj,IND_,,,9.0,14.313999999999998,4.0,
2247,Brisbane,2018,2018-04-06,CWG,R1,3,5,PAUL_Nicholas,TTO,10010821241.0,19.5,9.0,9.897,4.0,
2248,Brisbane,2018,2018-04-06,CWG,R1,3,6,ST_LOUIS_PIVIN_Patrice,CAN_,10052410393.0,,9.0,3.3309999999999995,4.0,
2249,Brisbane,2018,2018-04-06,CWG,R1,4,1,CARLIN_Jack,GBR,10009967641.0,21.0,26.45,27.973999999999997,2.0,
2250,Brisbane,2018,2018-04-06,CWG,R1,4,2,SCHMID_Jacob,AUS,10007811817.0,24.2,24.465,25.319,4.0,
2251,Brisbane,2018,2018-04-06,CWG,R1,4,3,DAWKINS_Edward,NZL,10005782695.0,28.7,29.121,29.079,1.0,
2252,Brisbane,2018,2018-04-06,CWG,R1,4,4,OWENS_Ryan,GBR,10009316024.0,22.5,9.0,17.46,5.0,
2253,Brisbane,2018,2018-04-06,CWG,R1,4,5,MOHD_ZONIS_Muhammad_Fadhil,MAS,10010645732.0,20.3,9.0,14.891,5.0,
2254,Brisbane,2018,2018-04-06,CWG,R1,4,6,PHILLIP_Njisane,TTO,10006898401.0,26.9,24.546999999999997,24.016000000000002,3.0,
2255,Brisbane,2018,2018-04-06,CWG,Rep,1,1,OWENS_Ryan,GBR,10009316024.0,22.5,17.46,21.534,2.0,
2256,Brisbane,2018,2018-04-06,CWG,Rep,1,2,BROWNE_Kwesi,TTO,10009010876.0,24.2,23.87,23.893,1.0,
2257,Brisbane,2018,2018-04-06,CWG,Rep,1,3,SANANDARAJ_Sanuraj,IND_,,,14.313999999999998,14.363999999999999,3.0,
2258,Brisbane,2018,2018-04-06,CWG,Rep,1,4,KNIPE_Bradly,NZL,10009978048.0,19.3,4.071,3.3520000000000003,4.0,
2259,Brisbane,2018,2018-04-06,CWG,Rep,2,1,BARRETTE_Hugo,CAN,10007212639.0,26.8,26.082,26.198999999999998,1.0,
2260,Brisbane,2018,2018-04-06,CWG,Rep,2,2,PAUL_Nicholas,TTO,10010821241.0,19.5,9.897,15.681000000000001,4.0,
2261,Brisbane,2018,2018-04-06,CWG,Rep,2,3,HINDES_Philip,GBR,10007499292.0,25.5,18.866,17.437,2.0,
2262,Brisbane,2018,2018-04-06,CWG,Rep,2,4,SINGH_Ranjit,IND,10050854050.0,24.6,11.115,9.548999999999998,3.0,
2263,Brisbane,2018,2018-04-06,CWG,Rep,3,1,OLIVA_Lewis,GBR,10006898300.0,25.6,26.542,26.704,1.0,
2264,Brisbane,2018,2018-04-06,CWG,Rep,3,2,PHILLIP_Njisane,TTO,10006898401.0,26.9,24.016000000000002,24.176000000000002,3.0,
2265,Brisbane,2018,2018-04-06,CWG,Rep,3,3,SAHROM_Muhammad_Shah_Firdaus,MAS,10009150215.0,22.4,25.012999999999998,24.86,2.0,
2266,Brisbane,2018,2018-04-06,CWG,Rep,3,4,SKINNER_Callum,GBR,10006898296.0,25.6,15.748000000000001,15.331,4.0,
2267,Brisbane,2018,2018-04-06,CWG,Rep,4,1,DAWKINS_Edward,NZL,10005782695.0,28.7,29.079,29.157,1.0,
2268,Brisbane,2018,2018-04-06,CWG,Rep,4,2,MOHD_ZONIS_Muhammad_Fadhil,MAS,10010645732.0,20.3,14.891,17.742,3.0,
2269,Brisbane,2018,2018-04-06,CWG,Rep,4,3,KUMAR_Sahil,IND,10011156903.0,20.0,16.042,15.506,2.0,
2270,Brisbane,2018,2018-04-06,CWG,Rep,4,4,ST_LOUIS_PIVIN_Patrice,CAN_,10052410393.0,,3.3309999999999995,2.8000000000000007,4.0,
2271,Brisbane,2018,2018-04-06,CWG,R2,1,1,WEBSTER_Sam,NZL,10006184742.0,26.7,28.628999999999998,29.168000000000003,2.0,
2272,Brisbane,2018,2018-04-06,CWG,R2,1,2,CARLIN_Jack,GBR,10009967641.0,21.0,27.973999999999997,28.645,3.0,
2273,Brisbane,2018,2018-04-06,CWG,R2,1,3,DAWKINS_Edward,NZL,10005782695.0,28.7,29.157,29.179,1.0,
2274,Brisbane,2018,2018-04-06,CWG,R2,1,4,RITTER_Stefan,CAN,10009821131.0,19.9,26.575000000000003,26.275,4.0,
2275,Brisbane,2018,2018-04-06,CWG,R2,1,5,CONSTABLE_Patrick,AUS,10009009462.0,22.7,19.722,20.16,6.0,
2276,Brisbane,2018,2018-04-06,CWG,R2,1,6,OWENS_Ryan,GBR,10009316024.0,22.5,21.534,19.017000000000003,5.0,
2277,Brisbane,2018,2018-04-06,CWG,R2,2,1,GLAETZER_Matthew,AUS,10006894559.0,25.6,30.788000000000004,31.008,1.0,
2278,Brisbane,2018,2018-04-06,CWG,R2,2,2,AWANG_Mohd_Azizulhasni,MAS,10004868370.0,30.3,29.200000000000003,29.308999999999997,2.0,
2279,Brisbane,2018,2018-04-06,CWG,R2,2,3,OLIVA_Lewis,GBR,10006898300.0,25.6,26.704,26.817,4.0,
2280,Brisbane,2018,2018-04-06,CWG,R2,2,4,TRUMAN_Joseph,GBR,10017950943.0,21.1,27.647000000000002,27.56,3.0,
2281,Brisbane,2018,2018-04-06,CWG,R2,2,5,BARRETTE_Hugo,CAN,10007212639.0,26.8,26.198999999999998,26.130000000000003,5.0,
2282,Brisbane,2018,2018-04-06,CWG,R2,2,6,SCHMID_Jacob,AUS,10007811817.0,24.2,25.319,24.558,6.0,
2283,Brisbane,2018,2018-04-06,CWG,Final,1,1,GLAETZER_Matthew,AUS,10006894559.0,25.6,31.008,31.246999999999996,1.0,
2284,Brisbane,2018,2018-04-06,CWG,Final,1,2,OLIVA_Lewis,GBR,10006898300.0,25.6,26.817,27.071,6.0,
2285,Brisbane,2018,2018-04-06,CWG,Final,1,3,DAWKINS_Edward,NZL,10005782695.0,28.7,29.179,29.250999999999998,3.0,
2286,Brisbane,2018,2018-04-06,CWG,Final,1,4,CARLIN_Jack,GBR,10009967641.0,21.0,28.645,28.479999999999997,5.0,
2287,Brisbane,2018,2018-04-06,CWG,Final,1,5,WEBSTER_Sam,NZL,10006184742.0,26.7,29.168000000000003,28.937,4.0,
2288,Brisbane,2018,2018-04-06,CWG,Final,1,6,AWANG_Mohd_Azizulhasni,MAS,10004868370.0,30.3,29.308999999999997,29.097,2.0,
2289,Brisbane,2018,2018-04-06,CWG,Final,2,1,BARRETTE_Hugo,CAN,10007212639.0,26.8,26.130000000000003,26.384,3.0,
2290,Brisbane,2018,2018-04-06,CWG,Final,2,2,CONSTABLE_Patrick,AUS,10009009462.0,22.7,20.16,21.973,5.0,
2291,Brisbane,2018,2018-04-06,CWG,Final,2,3,SCHMID_Jacob,AUS,10007811817.0,24.2,24.558,24.849,4.0,
2292,Brisbane,2018,2018-04-06,CWG,Final,2,4,TRUMAN_Joseph,GBR,10017950943.0,21.1,27.56,27.342,1.0,
2293,Brisbane,2018,2018-04-06,CWG,Final,2,5,RITTER_Stefan,CAN,10009821131.0,19.9,26.275,25.3,2.0,
2294,Brisbane,2018,2018-04-06,CWG,Final,2,6,OWENS_Ryan,GBR,10009316024.0,22.5,19.017000000000003,17.722,6.0,
2295,Adelaide,2019,2018-10-13,CCh,R1,1,1,GLAETZER_Matthew,AUS,10006894559.0,26.1,31.246999999999996,31.485,1.0,
2296,Adelaide,2019,2018-10-13,CCh,R1,1,2,OGLE_Jackson,NZL,10015443087.0,19.7,9.0,23.866,4.0,
2297,Adelaide,2019,2018-10-13,CCh,R1,1,3,BONSER_Kye,AUS,,19.5,9.0,21.627,4.0,
2298,Adelaide,2019,2018-10-13,CCh,R1,1,4,DAKIN_Sam,NZL,10010624918.0,22.1,9.0,19.615,4.0,
2299,Adelaide,2019,2018-10-13,CCh,R1,1,5,WEBSTER_Sam,NZL,10006184742.0,27.2,28.937,28.648,2.0,
2300,Adelaide,2019,2018-10-13,CCh,R1,1,6,HOFFMAN_Leigh,AUS,10055348887.0,18.3,21.076999999999998,19.665000000000003,3.0,
2301,Adelaide,2019,2018-10-13,CCh,R1,1,7,SPENCER_Sam,NZL,,18.1,9.0,5.822000000000001,4.0,
2302,Adelaide,2019,2018-10-13,CCh,R1,2,1,CONSTABLE_Patrick,AUS,10009009462.0,23.2,21.973,23.857,5.0,
2303,Adelaide,2019,2018-10-13,CCh,R1,2,2,CLARKE_Thomas,AUS,10009009260.0,23.5,22.354,23.394000000000002,4.0,
2304,Adelaide,2019,2018-10-13,CCh,R1,2,3,DAWKINS_Edward,NZL,10005782695.0,29.3,29.250999999999998,29.205,1.0,
2305,Adelaide,2019,2018-10-13,CCh,R1,2,4,MEUNIER_Tylah,AUS,,19.2,9.0,18.36,6.0,
2306,Adelaide,2019,2018-10-13,CCh,R1,2,5,WILLIAMS_Zac,NZL,10008997641.0,23.2,26.011,25.563,2.0,
2307,Adelaide,2019,2018-10-13,CCh,R1,2,6,CORNISH_Thomas,AUS,10055349695.0,18.7,22.941000000000003,20.137,3.0,
2308,Adelaide,2019,2018-10-13,CCh,R1,2,7,WILLIAMS_Jackson,AUS,10010791030.0,24.1,9.0,5.491999999999999,6.0,
2309,Adelaide,2019,2018-10-13,CCh,R1,3,1,RICHARDSON_Matthew,AUS,10015145724.0,19.5,9.0,25.469,2.0,
2310,Adelaide,2019,2018-10-13,CCh,R1,3,2,POLLARD_Ned,AUS,10061341164.0,18.0,9.0,22.379,2.0,
2311,Adelaide,2019,2018-10-13,CCh,R1,3,3,CASTLE_Jordan,NZL,10009138491.0,22.4,26.133000000000003,26.277,1.0,
2312,Adelaide,2019,2018-10-13,CCh,R1,3,4,SAUNDERS_Callum,NZL,10009012391.0,23.0,9.0,16.339,2.0,
2313,Adelaide,2019,2018-10-13,CCh,R1,3,5,EGLINGTON_Simon,AUS,,,9.0,12.89,2.0,
2314,Adelaide,2019,2018-10-13,CCh,R1,3,6,GREEN_Jamie,AUS_,10007051274.0,25.8,9.0,8.896999999999998,2.0,
2315,Adelaide,2019,2018-10-13,CCh,R1,3,7,ROWLEY_Conor,AUS,10010664829.0,20.5,9.0,2.692,2.0,
2316,Adelaide,2019,2018-10-13,CCh,R1,4,1,KNIPE_Bradly,NZL,10009978048.0,19.8,3.3520000000000003,15.927999999999997,7.0,
2317,Adelaide,2019,2018-10-13,CCh,R1,4,2,SCHMID_Jacob,AUS,10007811817.0,24.7,24.849,24.898000000000003,1.0,
2318,Adelaide,2019,2018-10-13,CCh,R1,4,3,HOUSDEN_Max,AUS,10009117071.0,22.5,9.0,15.603,2.0,
2319,Adelaide,2019,2018-10-13,CCh,R1,4,4,HOFMAN_Charles,AUS_,10010794262.0,19.8,9.0,13.020999999999999,2.0,
2320,Adelaide,2019,2018-10-13,CCh,R1,4,5,MARSHALL_Zachary,AUS,,18.1,8.944999999999999,10.835,6.0,
2321,Adelaide,2019,2018-10-13,CCh,R1,4,6,RYAN_Blake,AUS,,24.0,9.0,6.797999999999998,2.0,
2322,Adelaide,2019,2018-10-13,CCh,R1,4,7,BRISTER_James,AUS,10011146694.0,19.6,9.0,1.205,2.0,
2323,Adelaide,2019,2018-10-13,CCh,Rep,1,1,BONSER_Kye,AUS,,19.5,21.627,24.998999999999995,1.0,
2324,Adelaide,2019,2018-10-13,CCh,Rep,1,2,CORNISH_Thomas,AUS,10055349695.0,18.7,20.137,21.484,2.0,
2325,Adelaide,2019,2018-10-13,CCh,Rep,1,3,EGLINGTON_Simon,AUS,,,12.89,15.560000000000002,4.0,
2326,Adelaide,2019,2018-10-13,CCh,Rep,1,4,HOFMAN_Charles,AUS_,10010794262.0,19.8,13.020999999999999,12.902,3.0,
2327,Adelaide,2019,2018-10-13,CCh,Rep,1,5,SPENCER_Sam,NZL,,18.1,5.822000000000001,4.225,5.0,
2328,Adelaide,2019,2018-10-13,CCh,Rep,2,1,WILLIAMS_Zac,NZL,10008997641.0,23.2,25.563,26.288,2.0,
2329,Adelaide,2019,2018-10-13,CCh,Rep,2,2,SAUNDERS_Callum,NZL,10009012391.0,23.0,16.339,21.03,4.0,
2330,Adelaide,2019,2018-10-13,CCh,Rep,2,3,DAWKINS_Edward,NZL,10005782695.0,29.3,29.205,29.049,1.0,
2331,Adelaide,2019,2018-10-13,CCh,Rep,2,4,BRISTER_James,AUS,10011146694.0,19.6,1.205,9.928,5.0,
2332,Adelaide,2019,2018-10-13,CCh,Rep,2,5,HOFFMAN_Leigh,AUS,10055348887.0,18.3,19.665000000000003,17.067,3.0,
2333,Adelaide,2019,2018-10-13,CCh,Rep,3,1,WEBSTER_Sam,NZL,10006184742.0,27.2,28.648,28.884999999999998,1.0,
2334,Adelaide,2019,2018-10-13,CCh,Rep,3,2,CASTLE_Jordan,NZL,10009138491.0,22.4,26.277,26.223,2.0,
2335,Adelaide,2019,2018-10-13,CCh,Rep,3,3,RYAN_Blake,AUS,,24.0,6.797999999999998,12.57,4.0,
2336,Adelaide,2019,2018-10-13,CCh,Rep,3,4,ROWLEY_Conor,AUS,10010664829.0,20.5,2.692,8.917,5.0,
2337,Adelaide,2019,2018-10-13,CCh,Rep,3,5,MEUNIER_Tylah,AUS,,19.2,18.36,13.919999999999998,3.0,
2338,Adelaide,2019,2018-10-13,CCh,Rep,4,1,DAKIN_Sam,NZL,10010624918.0,22.1,19.615,22.735999999999997,1.0,
2339,Adelaide,2019,2018-10-13,CCh,Rep,4,2,GREEN_Jamie,AUS_,10007051274.0,25.8,8.896999999999998,15.27,4.0,
2340,Adelaide,2019,2018-10-13,CCh,Rep,4,3,HOUSDEN_Max,AUS,10009117071.0,22.5,15.603,15.87,2.0,
2341,Adelaide,2019,2018-10-13,CCh,Rep,4,4,MARSHALL_Zachary,AUS,,18.1,10.835,11.168000000000001,3.0,
2342,Adelaide,2019,2018-10-13,CCh,Rep,4,5,WILLIAMS_Jackson,AUS,10010791030.0,24.1,5.491999999999999,3.5600000000000005,5.0,
2343,Adelaide,2019,2018-10-13,CCh,R2,1,1,GLAETZER_Matthew,AUS,10006894559.0,26.1,31.485,31.66,1.0,
2344,Adelaide,2019,2018-10-13,CCh,R2,1,2,DAKIN_Sam,NZL,10010624918.0,22.1,22.735999999999997,25.389000000000003,4.0,
2345,Adelaide,2019,2018-10-13,CCh,R2,1,3,CLARKE_Thomas,AUS,10009009260.0,23.5,23.394000000000002,23.929,3.0,
2346,Adelaide,2019,2018-10-13,CCh,R2,1,4,KNIPE_Bradly,NZL,10009978048.0,19.8,15.927999999999997,18.911,6.0,
2347,Adelaide,2019,2018-10-13,CCh,R2,1,5,BONSER_Kye,AUS,,19.5,24.998999999999995,22.666,2.0,
2348,Adelaide,2019,2018-10-13,CCh,R2,1,6,POLLARD_Ned,AUS,10061341164.0,18.0,22.379,17.905,5.0,
2349,Adelaide,2019,2018-10-13,CCh,R2,2,1,SCHMID_Jacob,AUS,10007811817.0,24.7,24.898000000000003,25.924999999999997,4.0,
2350,Adelaide,2019,2018-10-13,CCh,R2,2,2,CONSTABLE_Patrick,AUS,10009009462.0,23.2,23.857,25.041,6.0,
2351,Adelaide,2019,2018-10-13,CCh,R2,2,3,WEBSTER_Sam,NZL,10006184742.0,27.2,28.884999999999998,28.924,1.0,
2352,Adelaide,2019,2018-10-13,CCh,R2,2,4,RICHARDSON_Matthew,AUS,10015145724.0,19.5,25.469,24.273,3.0,
2353,Adelaide,2019,2018-10-13,CCh,R2,2,5,OGLE_Jackson,NZL,10015443087.0,19.7,23.866,22.664,5.0,
2354,Adelaide,2019,2018-10-13,CCh,R2,2,6,WILLIAMS_Zac,NZL,10008997641.0,23.2,26.288,25.633,2.0,
2355,Adelaide,2019,2018-10-13,CCh,Final,1,1,GLAETZER_Matthew,AUS,10006894559.0,26.1,31.66,31.853,1.0,
2356,Adelaide,2019,2018-10-13,CCh,Final,1,2,SCHMID_Jacob,AUS,10007811817.0,24.7,25.924999999999997,26.57,3.0,
2357,Adelaide,2019,2018-10-13,CCh,Final,1,3,DAKIN_Sam,NZL,10010624918.0,22.1,25.389000000000003,26.265,4.0,
2358,Adelaide,2019,2018-10-13,CCh,Final,1,4,CONSTABLE_Patrick,AUS,10009009462.0,23.2,25.041,25.284,5.0,
2359,Adelaide,2019,2018-10-13,CCh,Final,1,5,WEBSTER_Sam,NZL,10006184742.0,27.2,28.924,28.649,2.0,
2360,Adelaide,2019,2018-10-13,CCh,Final,1,6,CLARKE_Thomas,AUS,10009009260.0,23.5,23.929,23.453,6.0,
2361,Adelaide,2019,2018-10-13,CCh,Final,2,1,WILLIAMS_Zac,NZL,10008997641.0,23.2,25.633,26.471999999999998,1.0,
2362,Adelaide,2019,2018-10-13,CCh,Final,2,2,OGLE_Jackson,NZL,10015443087.0,19.7,22.664,24.792,4.0,
2363,Adelaide,2019,2018-10-13,CCh,Final,2,3,RICHARDSON_Matthew,AUS,10015145724.0,19.5,24.273,24.661,2.0,
2364,Adelaide,2019,2018-10-13,CCh,Final,2,4,POLLARD_Ned,AUS,10061341164.0,18.0,17.905,19.762999999999998,6.0,
2365,Adelaide,2019,2018-10-13,CCh,Final,2,5,KNIPE_Bradly,NZL,10009978048.0,19.8,18.911,19.162,5.0,
2366,Adelaide,2019,2018-10-13,CCh,Final,2,6,BONSER_Kye,AUS,,19.5,22.666,20.256999999999998,3.0,
2367,Paris,2019,2018-10-20,WC,R1,1,1,GLAETZER_Matthew,AUS,10006894559.0,26.2,31.853,31.999,1.0,
2368,Paris,2019,2018-10-20,WC,R1,1,2,VORZHEV_Pavel,KAZ,10007828183.0,25.1,19.885,22.0,5.0,
2369,Paris,2019,2018-10-20,WC,R1,1,3,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840.0,20.0,9.0,20.645,6.0,
2370,Paris,2019,2018-10-20,WC,R1,1,4,LENDEL_Vasilijus,LTU,10009181234.0,23.5,25.23,25.287,3.0,
2371,Paris,2019,2018-10-20,WC,R1,1,5,LIU_Kuan,CHN,10014664057.0,22.6,9.0,17.159,6.0,
2372,Paris,2019,2018-10-20,WC,R1,1,6,PERKINS_Shane_Alan,RUS,10051694112.0,31.8,28.244,27.801000000000002,2.0,
2373,Paris,2019,2018-10-20,WC,R1,1,7,OMELCHENKO_Sergii,AZE,10006319633.0,28.9,22.847,22.644,4.0,
2374,Paris,2019,2018-10-20,WC,R1,2,1,BOS_Theo,NED,10050887493.0,35.2,22.144,25.707,4.0,
2375,Paris,2019,2018-10-20,WC,R1,2,2,DAWKINS_Edward,NZL,10005782695.0,29.3,29.049,29.11,2.0,
2376,Paris,2019,2018-10-20,WC,R1,2,3,PERALTA_Juan,ESP,10006552534.0,28.4,25.25,25.352,3.0,
2377,Paris,2019,2018-10-20,WC,R1,2,4,SZALONTAY_Sándor,HUN,10007073506.0,28.3,19.269,19.767,6.0,
2378,Paris,2019,2018-10-20,WC,R1,2,5,NOVIK_Uladzislau,BLR,10009049979.0,23.6,19.83,20.128999999999998,5.0,
2379,Paris,2019,2018-10-20,WC,R1,2,6,AWANG_Mohd_Azizulhasni,MAS,10004868370.0,30.8,29.097,28.796000000000003,1.0,
2380,Paris,2019,2018-10-20,WC,R1,2,7,CECI_Luca,ITA,10006108051.0,29.8,15.225000000000001,14.866000000000001,7.0,
2381,Paris,2019,2018-10-20,WC,R1,3,1,CARLIN_Jack,GBR,10009967641.0,21.5,28.479999999999997,29.294,1.0,
2382,Paris,2019,2018-10-20,WC,R1,3,2,KAWABATA_Tomoyuki,JPN,10008098470.0,33.7,26.612,26.854000000000003,3.0,
2383,Paris,2019,2018-10-20,WC,R1,3,3,CANELON_VERA_Hersony_Gadiel,VEN,10004717719.0,29.9,25.032000000000004,25.191000000000003,4.0,
2384,Paris,2019,2018-10-20,WC,R1,3,4,JURCZYK_Marc,GER,10009178002.0,22.7,23.154,23.308,5.0,
2385,Paris,2019,2018-10-20,WC,R1,3,5,BÁBEK_Tomáš,CZE,10004612534.0,31.4,27.677999999999997,27.281,2.0,
2386,Paris,2019,2018-10-20,WC,R1,3,6,SPIES_Jean,RSA,10007351671.0,28.9,3.873000000000001,9.163000000000002,7.0,
2387,Paris,2019,2018-10-20,WC,R1,3,7,TJON_EN_FA_Jaïr,SUR,10117936018.0,25.0,18.285999999999998,16.984,6.0,
2388,Paris,2019,2018-10-20,WC,R1,4,1,PERVIS_Francois,FRA,10003011125.0,34.0,30.286,30.496999999999996,1.0,
2389,Paris,2019,2018-10-20,WC,R1,4,2,FONSECA_DA_SILVA_FREITAS_Kacio,BRA,10008108574.0,24.4,9.0,23.612000000000002,6.0,
2390,Paris,2019,2018-10-20,WC,R1,4,3,VYNOKUROV_Andrii,UKR,10002418415.0,36.2,28.580000000000002,28.625999999999998,2.0,
2391,Paris,2019,2018-10-20,WC,R1,4,4,MAKSEL_Krzysztof,POL,10006902239.0,27.3,27.629,27.593,3.0,
2392,Paris,2019,2018-10-20,WC,R1,4,5,WAKIMOTO_Yuta,JPN,10005964470.0,29.6,26.759999999999998,26.666,4.0,
2393,Paris,2019,2018-10-20,WC,R1,4,6,CECI_Francesco,ITA,10006073493.0,28.8,22.554,22.487000000000002,5.0,
2394,Paris,2019,2018-10-20,WC,R1,4,7,LIGTLEE_Sam,NED,10009972994.0,20.9,9.0,5.521000000000001,6.0,
2395,Paris,2019,2018-10-20,WC,Rep,1,1,MAKSEL_Krzysztof,POL,10006902239.0,27.3,27.593,27.958000000000002,2.0,
2396,Paris,2019,2018-10-20,WC,Rep,1,2,AWANG_Mohd_Azizulhasni,MAS,10004868370.0,30.8,28.796000000000003,28.853,1.0,
2397,Paris,2019,2018-10-20,WC,Rep,1,3,QUINTERO_CHAVARRO_Kevin_Santiago,COL,10010830840.0,20.0,20.645,22.498,5.0,
2398,Paris,2019,2018-10-20,WC,Rep,1,4,BÁBEK_Tomáš,CZE,10004612534.0,31.4,27.281,27.067,3.0,
2399,Paris,2019,2018-10-20,WC,Rep,1,5,OMELCHENKO_Sergii,AZE,10006319633.0,28.9,22.644,22.514000000000003,4.0,
2400,Paris,2019,2018-10-20,WC,Rep,2,1,JURCZYK_Marc,GER,10009178002.0,22.7,23.308,24.025,3.0,
2401,Paris,2019,2018-10-20,WC,Rep,2,2,PERKINS_Shane_Alan,RUS,10051694112.0,31.8,27.801000000000002,27.77,1.0,
2402,Paris,2019,2018-10-20,WC,Rep,2,3,NOVIK_Uladzislau,BLR,10009049979.0,23.6,20.128999999999998,20.559,4.0,
2403,Paris,2019,2018-10-20,WC,Rep,2,4,PERALTA_Juan,ESP,10006552534.0,28.4,25.352,25.139,2.0,
2404,Paris,2019,2018-10-20,WC,Rep,2,5,LIGTLEE_Sam,NED,10009972994.0,20.9,5.521000000000001,5.151,5.0,
2405,Paris,2019,2018-10-20,WC,Rep,3,1,CANELON_VERA_Hersony_Gadiel,VEN,10004717719.0,29.9,25.191000000000003,25.415999999999997,1.0,
2406,Paris,2019,2018-10-20,WC,Rep,3,2,SZALONTAY_Sándor,HUN,10007073506.0,28.3,19.767,20.180999999999997,3.0,
2407,Paris,2019,2018-10-20,WC,Rep,3,3,TJON_EN_FA_Jaïr,SUR,10117936018.0,25.0,16.984,17.683,5.0,
2408,Paris,2019,2018-10-20,WC,Rep,3,4,CECI_Francesco,ITA,10006073493.0,28.8,22.487000000000002,22.378,2.0,
2409,Paris,2019,2018-10-20,WC,Rep,3,5,LIU_Kuan,CHN,10014664057.0,22.6,17.159,14.239,4.0,
