Location,Year,Date,Event,Stage,Round,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed
Milton,2020,2020-01-26,NC,R16,1,1,CHUGAY Andrey,KAZ,,28.0,2.0,10.789,
Milton,2020,2020-01-26,NC,R16,1,2,ALEXANDER Quincy,TTO,,16.0,1.0,10.511,
Milton,2020,2020-01-26,NC,R16,1,2,TJON EN FA Jair,SUR,,17.0,2.0,10.555,
Milton,2020,2020-01-26,NC,R16,1,3,BRISTER James,AUS,,5.0,1.0,10.489,
Milton,2020,2020-01-26,NC,R16,1,3,MELLEN James,USA,,27.0,2.0,10.542000000000002,
Milton,2020,2020-01-26,NC,R16,1,4,SZALONTAY Sandor,HUN,,11.0,1.0,10.48,
Milton,2020,2020-01-26,NC,R16,1,4,HINZE Carl,GER,,26.0,2.0,10.689,
Milton,2020,2020-01-26,NC,R16,1,5,XU Chao,CHN,,6.0,1.0,10.392,
Milton,2020,2020-01-26,NC,R16,1,5,JAGER Julien,GER,,25.0,2.0,12.516,
Milton,2020,2020-01-26,NC,R16,1,6,PERALTA Juan,ESP,,12.0,1.0,10.308,
Milton,2020,2020-01-26,NC,R16,1,6,RAMIREZ MORALES Santiago,COL,,24.0,2.0,10.516,
Milton,2020,2020-01-26,NC,R16,1,7,LENDEL Vasilijus,LTU,,7.0,1.0,10.461,
Milton,2020,2020-01-26,NC,R16,1,7,SHARAPOV Alexander,RUS,,23.0,2.0,10.486,
Milton,2020,2020-01-26,NC,R16,1,8,QUINTERO CHAVARRO Kevin Santiago,COL,,15.0,1.0,10.378,
Milton,2020,2020-01-26,NC,R16,1,8,BARRETTE Hugo,CAN,,18.0,2.0,10.384,
Milton,2020,2020-01-26,NC,R16,1,9,AMAGAI Kazuki,JPN,,8.0,1.0,10.465,
Milton,2020,2020-01-26,NC,R16,1,9,KELEMEN Pavel,CZE,,22.0,2.0,10.695,
Milton,2020,2020-01-26,NC,R16,1,10,LAW Tsz Chun,HKG,,4.0,1.0,10.492,
Milton,2020,2020-01-26,NC,R16,1,10,SHURSHIN Nikita,RUS,,21.0,2.0,10.516,
Milton,2020,2020-01-26,NC,R16,1,11,ZHOU Yu,CHN,,13.0,1.0,10.336,
Milton,2020,2020-01-26,NC,R16,1,11,CECHMAN Martin,CZE,,20.0,2.0,10.583,
Milton,2020,2020-01-26,NC,R16,1,12,MORENO SANCHEZ Jose,ESP,,14.0,1.0,10.245,
Milton,2020,2020-01-26,NC,R16,1,12,PAUL Nicholas,TTO,,19.0,2.0,10.667,
Milton,2020,2020-01-26,NC,R8,1,1,RUDYK Mateusz,POL,,1.0,1.0,9.967,
Milton,2020,2020-01-26,NC,R8,1,1,MORENO SANCHEZ Jose,ESP,,14.0,2.0,10.635,
Milton,2020,2020-01-26,NC,R8,1,2,CALEYRON Quentin,FRA,,2.0,1.0,10.257,
Milton,2020,2020-01-26,NC,R8,1,2,ZHOU Yu,CHN,,13.0,2.0,10.703999999999999,
Milton,2020,2020-01-26,NC,R8,1,3,LAW Tsz Chun,HKG,,4.0,1.0,10.392,
Milton,2020,2020-01-26,NC,R8,1,3,WAMMES Nick,PTM,,9.0,2.0,10.437,
Milton,2020,2020-01-26,NC,R8,1,4,AMAGAI Kazuki,JPN,,8.0,1.0,10.437,
Milton,2020,2020-01-26,NC,R8,1,4,OBARA Yuta,JPN,,10.0,2.0,10.453999999999999,
Milton,2020,2020-01-26,NC,R8,1,5,HELAL Rayan,FRA,,3.0,1.0,10.23,
Milton,2020,2020-01-26,NC,R8,1,5,QUINTERO CHAVARRO Kevin Santiago,COL,,15.0,2.0,10.268,
Milton,2020,2020-01-26,NC,R8,1,6,LENDEL Vasilijus,LTU,,7.0,1.0,10.409,
Milton,2020,2020-01-26,NC,R8,1,6,ALEXANDER Quincy,TTO,,16.0,2.0,10.553,
Milton,2020,2020-01-26,NC,R8,1,7,BRISTER James,AUS,,5.0,1.0,10.036,
Milton,2020,2020-01-26,NC,R8,1,7,PERALTA Juan,ESP,,12.0,2.0,10.09,
Milton,2020,2020-01-26,NC,R8,1,8,XU Chao,CHN,,6.0,1.0,10.327,
Milton,2020,2020-01-26,NC,R8,1,8,SZALONTAY Sandor,HUN,,11.0,2.0,10.357,
Milton,2020,2020-01-26,NC,QF,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.335,
Milton,2020,2020-01-26,NC,QF,1,1,XU Chao,CHN,,6.0,2.0,10.448,
Milton,2020,2020-01-26,NC,QF,1,2,CALEYRON Quentin,FRA,,2.0,1.0,10.297,
Milton,2020,2020-01-26,NC,QF,1,2,BRISTER James,AUS,,5.0,2.0,10.359,
Milton,2020,2020-01-26,NC,QF,1,3,LAW Tsz Chun,HKG,,4.0,1.0,10.464,
Milton,2020,2020-01-26,NC,QF,1,3,LENDEL Vasilijus,LTU,,7.0,2.0,10.544,
Milton,2020,2020-01-26,NC,QF,1,4,HELAL Rayan,FRA,,3.0,2.0,10.821,
Milton,2020,2020-01-26,NC,QF,1,4,AMAGAI Kazuki,JPN,,8.0,1.0,10.25,
Milton,2020,2020-01-26,NC,SF,1,1,RUDYK Mateusz,POL,,1.0,2.0,10.238999999999999,
Milton,2020,2020-01-26,NC,SF,1,1,HELAL Rayan,FRA,,3.0,1.0,10.219,
Milton,2020,2020-01-26,NC,SF,1,2,CALEYRON Quentin,FRA,,2.0,1.0,10.185,
Milton,2020,2020-01-26,NC,SF,1,2,LAW Tsz Chun,HKG,,4.0,2.0,11.067,
Milton,2020,2020-01-26,NC,F,1,G,RUDYK Mateusz,POL,,1.0,1.0,10.388,
Milton,2020,2020-01-26,NC,F,1,G,CALEYRON Quentin,FRA,,2.0,2.0,10.469,
Milton,2020,2020-01-26,NC,F,1,B,HELAL Rayan,FRA,,3.0,1.0,10.581,
Milton,2020,2020-01-26,NC,F,1,B,LAW Tsz Chun,HKG,,4.0,2.0,10.619,
Brisbane,2019,2019-12-15,NC,R16,1,1,TJON EN FA Jair,SUR,,4.0,1.0,10.303,
Brisbane,2019,2019-12-15,NC,R16,1,1,SHURSHIN Nikita,RUS,,28.0,2.0,10.326,
Brisbane,2019,2019-12-15,NC,R16,1,2,HART Nathan,AUS,,11.0,1.0,10.168,
Brisbane,2019,2019-12-15,NC,R16,1,2,ZHANG Cheng,CYT,,27.0,2.0,10.354999999999999,
Brisbane,2019,2019-12-15,NC,R16,1,3,WEBSTER Sam,NZL,,2.0,1.0,10.319,
Brisbane,2019,2019-12-15,NC,R16,1,3,CANELON VERA Hersony,VEN,,26.0,2.0,10.4,
Brisbane,2019,2019-12-15,NC,R16,1,4,CHUGAY Andrey,KAZ,,16.0,1.0,10.21,
Brisbane,2019,2019-12-15,NC,R16,1,4,ZHOU Yu,CHN,,17.0,2.0,10.236,
Brisbane,2019,2019-12-15,NC,R16,1,5,TRUMAN Joseph,GBR,,5.0,1.0,10.107,
Brisbane,2019,2019-12-15,NC,R16,1,5,MORENO SANCHEZ Jose,ESP,,25.0,2.0,10.232999999999999,
Brisbane,2019,2019-12-15,NC,R16,1,6,CECHMAN Martin,CZE,,12.0,1.0,10.474,
Brisbane,2019,2019-12-15,NC,R16,1,6,ARCHAMBAULT Joel,PTM,,24.0,2.0,10.556000000000001,
Brisbane,2019,2019-12-15,NC,R16,1,7,WAKIMOTO Yuta,JPN,,6.0,1.0,10.374,
Brisbane,2019,2019-12-15,NC,R16,1,7,LAW Tsz Chun,HKG,,23.0,2.0,10.471,
Brisbane,2019,2019-12-15,NC,R16,1,8,KAWABATA Tomoyuki,JPC,,13.0,1.0,10.16,
Brisbane,2019,2019-12-15,NC,R16,1,8,RAMIREZ MORALES Santiago,COL,,22.0,2.0,10.355,
Brisbane,2019,2019-12-15,NC,R16,1,9,MITCHELL Ethan,NZL,,7.0,1.0,10.234,
Brisbane,2019,2019-12-15,NC,R16,1,9,QUINTERO CHAVARRO Kevin Santiago,COL,,21.0,2.0,10.257,
Brisbane,2019,2019-12-15,NC,R16,1,10,PERALTA GASCON Juan,ESP,,14.0,1.0,10.513,
Brisbane,2019,2019-12-15,NC,R16,1,10,BARRETTE Hugo,CAN,,20.0,2.0,10.600999999999999,
Brisbane,2019,2019-12-15,NC,R16,1,11,YAKUSHEVSKIY Pavel,RUS,,8.0,1.0,10.261,
Brisbane,2019,2019-12-15,NC,R16,1,11,SAHROM Muhammad Shah Firdaus,SDF,,19.0,2.0,10.266,
Brisbane,2019,2019-12-15,NC,R16,1,12,CARLIN Jack,GBR,,15.0,1.0,10.422,
Brisbane,2019,2019-12-15,NC,R16,1,12,KELEMEN Pavel,CZE,,18.0,2.0,10.436,
Brisbane,2019,2019-12-15,NC,R8,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.191,
Brisbane,2019,2019-12-15,NC,R8,1,1,CARLIN Jack,GBR,,15.0,2.0,10.270000000000001,
Brisbane,2019,2019-12-15,NC,R8,1,2,YAKUSHEVSKIY Pavel,RUS,,8.0,1.0,10.342,
Brisbane,2019,2019-12-15,NC,R8,1,2,SZALONTAY Sandor,HUN,,9.0,2.0,10.370000000000001,
Brisbane,2019,2019-12-15,NC,R8,1,3,GLAETZER Matthew,AUS,,3.0,1.0,10.204,
Brisbane,2019,2019-12-15,NC,R8,1,3,PERALTA GASCON Juan,ESP,,14.0,2.0,10.276,
Brisbane,2019,2019-12-15,NC,R8,1,4,MITCHELL Ethan,NZL,,7.0,1.0,10.165,
Brisbane,2019,2019-12-15,NC,R8,1,4,PAUL Nicholas,TTO,,10.0,2.0,11.69,
Brisbane,2019,2019-12-15,NC,R8,1,5,TJON EN FA Jair,SUR,,4.0,1.0,9.988,
Brisbane,2019,2019-12-15,NC,R8,1,5,KAWABATA Tomoyuki,JPC,,13.0,2.0,10.062,
Brisbane,2019,2019-12-15,NC,R8,1,6,WAKIMOTO Yuta,JPN,,6.0,1.0,10.165,
Brisbane,2019,2019-12-15,NC,R8,1,6,HART Nathan,AUS,,11.0,2.0,10.177999999999999,
Brisbane,2019,2019-12-15,NC,R8,1,7,WEBSTER Sam,NZL,,2.0,1.0,10.148,
Brisbane,2019,2019-12-15,NC,R8,1,7,CECHMAN Martin,CZE,,12.0,2.0,10.231,
Brisbane,2019,2019-12-15,NC,R8,1,8,TRUMAN Joseph,GBR,,5.0,1.0,10.198,
Brisbane,2019,2019-12-15,NC,R8,1,8,CHUGAY Andrey,KAZ,,16.0,2.0,10.23,
Brisbane,2019,2019-12-15,NC,QF,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.224,
Brisbane,2019,2019-12-15,NC,QF,1,1,TRUMAN Joseph,GBR,,5.0,2.0,10.416,
Brisbane,2019,2019-12-15,NC,QF,1,2,WEBSTER Sam,NZL,,2.0,1.0,10.437,
Brisbane,2019,2019-12-15,NC,QF,1,2,YAKUSHEVSKIY Pavel,RUS,,8.0,2.0,10.57,
Brisbane,2019,2019-12-15,NC,QF,1,3,GLAETZER Matthew,AUS,,3.0,1.0,10.004,
Brisbane,2019,2019-12-15,NC,QF,1,3,WAKIMOTO Yuta,JPN,,6.0,2.0,10.052999999999999,
Brisbane,2019,2019-12-15,NC,QF,1,4,TJON EN FA Jair,SUR,,4.0,1.0,10.296,
Brisbane,2019,2019-12-15,NC,QF,1,4,MITCHELL Ethan,NZL,,7.0,2.0,10.799,
Brisbane,2019,2019-12-15,NC,SF,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.151,
Brisbane,2019,2019-12-15,NC,SF,1,1,TJON EN FA Jair,SUR,,4.0,2.0,10.216,
Brisbane,2019,2019-12-15,NC,SF,1,2,WEBSTER Sam,NZL,,2.0,1.0,10.324,
Brisbane,2019,2019-12-15,NC,SF,1,2,GLAETZER Matthew,AUS,,3.0,2.0,10.358,
Brisbane,2019,2019-12-15,NC,F,1,G,RUDYK Mateusz,POL,,1.0,1.0,10.163,
Brisbane,2019,2019-12-15,NC,F,1,G,WEBSTER Sam,NZL,,2.0,2.0,10.195,
Brisbane,2019,2019-12-15,NC,F,1,B,GLAETZER Matthew,AUS,,3.0,1.0,10.407,
Brisbane,2019,2019-12-15,NC,F,1,B,TJON EN FA Jair,SUR,,4.0,2.0,10.409,
Cambridge,2019,2019-12-08,NC,R16,1,1,SZALONTAY Sandor,HUN,,5.0,1.0,10.451,
Cambridge,2019,2019-12-08,NC,R16,1,1,VORZHEV Pavel,KAZ,,28.0,2.0,10.527000000000001,
Cambridge,2019,2019-12-08,NC,R16,1,2,WEBSTER Sam,NZL,,6.0,1.0,10.072,
Cambridge,2019,2019-12-08,NC,R16,1,2,WAKIMOTO Yuta,BGT,,27.0,2.0,10.133,
Cambridge,2019,2019-12-08,NC,R16,1,3,AWANG Mohd Azizulhasni,MAS,,7.0,1.0,10.497,
Cambridge,2019,2019-12-08,NC,R16,1,3,CHUGAY Andrey,KAZ,,26.0,2.0,10.52,
Cambridge,2019,2019-12-08,NC,R16,1,4,TJON EN FA Jair,SUR,,9.0,1.0,10.927,
Cambridge,2019,2019-12-08,NC,R16,1,4,MORENO SANCHEZ Jose,ESP,,25.0,2.0,10.929,
Cambridge,2019,2019-12-08,NC,R16,1,5,PAUL Nicholas,TTO,,8.0,1.0,10.433,
Cambridge,2019,2019-12-08,NC,R16,1,5,HSIEH Nien Hsing,TPE,,24.0,2.0,10.456999999999999,
Cambridge,2019,2019-12-08,NC,R16,1,6,YAKUSHEVSKIY Pavel,RUS,,10.0,1.0,10.623,
Cambridge,2019,2019-12-08,NC,R16,1,6,ZHOU Yu,CHN,,23.0,2.0,10.706999999999999,
Cambridge,2019,2019-12-08,NC,R16,1,7,MITCHELL Ethan,NZL,,11.0,1.0,10.213,
Cambridge,2019,2019-12-08,NC,R16,1,7,KELEMEN Pavel,CZE,,22.0,2.0,10.286999999999999,
Cambridge,2019,2019-12-08,NC,R16,1,8,GLAETZER Matthew,AUS,,12.0,1.0,10.278,
Cambridge,2019,2019-12-08,NC,R16,1,8,HELAL Rayan,FRA,,21.0,2.0,10.278,
Cambridge,2019,2019-12-08,NC,R16,1,9,QUINTERO CHAVARRO Kevin Santiago,COL,,13.0,1.0,10.328,
Cambridge,2019,2019-12-08,NC,R16,1,9,ARCHAMBAULT Joel,PTM,,20.0,2.0,10.427,
Cambridge,2019,2019-12-08,NC,R16,1,10,PERALTA GASCON Juan,ESP,,14.0,1.0,10.344,
Cambridge,2019,2019-12-08,NC,R16,1,10,RAMIREZ MORALES Santiago,COL,,19.0,2.0,10.363,
Cambridge,2019,2019-12-08,NC,R16,1,11,SHARAPOV Alexander,RUS,,15.0,1.0,10.098,
Cambridge,2019,2019-12-08,NC,R16,1,11,SAHROM Muhammad Shah Firdaus,SDF,,18.0,2.0,10.272,
Cambridge,2019,2019-12-08,NC,R16,1,12,BARRETTE Hugo,CAN,,16.0,1.0,10.512,
Cambridge,2019,2019-12-08,NC,R16,1,12,CECHMAN Martin,CZE,,17.0,2.0,10.528,
Cambridge,2019,2019-12-08,NC,R8,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.317,
Cambridge,2019,2019-12-08,NC,R8,1,1,BARRETTE Hugo,CAN,,16.0,2.0,10.418000000000001,
Cambridge,2019,2019-12-08,NC,R8,1,2,FUKAYA Tomohiro,JPN,,2.0,1.0,10.125,
Cambridge,2019,2019-12-08,NC,R8,1,2,SHARAPOV Alexander,RUS,,15.0,2.0,10.207,
Cambridge,2019,2019-12-08,NC,R8,1,3,HART Nathan,AUS,,4.0,1.0,10.181,
Cambridge,2019,2019-12-08,NC,R8,1,3,PERALTA GASCON Juan,ESP,,14.0,2.0,10.507,
Cambridge,2019,2019-12-08,NC,R8,1,4,NITTA Yudai,JPN,,3.0,1.0,10.199,
Cambridge,2019,2019-12-08,NC,R8,1,4,QUINTERO CHAVARRO Kevin Santiago,COL,,13.0,2.0,10.304,
Cambridge,2019,2019-12-08,NC,R8,1,5,SZALONTAY Sandor,HUN,,5.0,1.0,10.524,
Cambridge,2019,2019-12-08,NC,R8,1,5,GLAETZER Matthew,AUS,,12.0,2.0,10.54,
Cambridge,2019,2019-12-08,NC,R8,1,6,WEBSTER Sam,NZL,,6.0,1.0,10.109,
Cambridge,2019,2019-12-08,NC,R8,1,6,MITCHELL Ethan,NZL,,11.0,2.0,10.6,
Cambridge,2019,2019-12-08,NC,R8,1,7,AWANG Mohd Azizulhasni,MAS,,7.0,1.0,10.201,
Cambridge,2019,2019-12-08,NC,R8,1,7,YAKUSHEVSKIY Pavel,RUS,,10.0,2.0,10.280000000000001,
Cambridge,2019,2019-12-08,NC,R8,1,8,PAUL Nicholas,TTO,,8.0,1.0,11.066,
Cambridge,2019,2019-12-08,NC,R8,1,8,TJON EN FA Jair,SUR,,9.0,2.0,11.163,
Cambridge,2019,2019-12-08,NC,QF,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.369,
Cambridge,2019,2019-12-08,NC,QF,1,1,PAUL Nicholas,TTO,,8.0,2.0,11.437999999999999,
Cambridge,2019,2019-12-08,NC,QF,1,2,FUKAYA Tomohiro,JPN,,2.0,1.0,10.202,
Cambridge,2019,2019-12-08,NC,QF,1,2,AWANG Mohd Azizulhasni,MAS,,7.0,2.0,10.231,
Cambridge,2019,2019-12-08,NC,QF,1,3,HART Nathan,AUS,,4.0,1.0,10.045,
Cambridge,2019,2019-12-08,NC,QF,1,3,WEBSTER Sam,NZL,,6.0,2.0,11.158,
Cambridge,2019,2019-12-08,NC,QF,1,4,NITTA Yudai,JPN,,3.0,1.0,10.154,
Cambridge,2019,2019-12-08,NC,QF,1,4,SZALONTAY Sandor,HUN,,5.0,2.0,10.241,
Cambridge,2019,2019-12-08,NC,SF,1,1,RUDYK Mateusz,POL,,1.0,1.0,10.159,
Cambridge,2019,2019-12-08,NC,SF,1,1,NITTA Yudai,JPN,,3.0,2.0,10.166,
Cambridge,2019,2019-12-08,NC,SF,1,2,FUKAYA Tomohiro,JPN,,2.0,1.0,10.287,
Cambridge,2019,2019-12-08,NC,SF,1,2,HART Nathan,AUS,,4.0,2.0,10.294,
Cambridge,2019,2019-12-08,NC,F,1,G,RUDYK Mateusz,POL,,1.0,1.0,10.039,
Cambridge,2019,2019-12-08,NC,F,1,G,FUKAYA Tomohiro,JPN,,2.0,2.0,10.134,
Cambridge,2019,2019-12-08,NC,F,1,B,NITTA Yudai,JPN,,3.0,1.0,10.068,
Cambridge,2019,2019-12-08,NC,F,1,B,HART Nathan,AUS,,4.0,2.0,10.089,
Hong Kong,2019,2019-12-01,NC,R16,1,1,PAUL Nicholas,TTO,,9.0,1.0,10.671,
Hong Kong,2019,2019-12-01,NC,R16,1,1,SAUNDERS Callum,NZL,,28.0,2.0,10.756,
Hong Kong,2019,2019-12-01,NC,R16,1,2,KENNY Jason,GBR,,10.0,1.0,10.494,
Hong Kong,2019,2019-12-01,NC,R16,1,2,WAMMES Nick,PTM,,27.0,2.0,10.506,
Hong Kong,2019,2019-12-01,NC,R16,1,3,NITTA Yudai,JPN,,5.0,1.0,10.378,
Hong Kong,2019,2019-12-01,NC,R16,1,3,D'ALMEIDA Michael,FRA,,26.0,2.0,10.514,
Hong Kong,2019,2019-12-01,NC,R16,1,4,TJON EN FA Jair,SUR,,6.0,1.0,10.486,
Hong Kong,2019,2019-12-01,NC,R16,1,4,CECHMAN Martin,CZE,,25.0,2.0,10.598,
Hong Kong,2019,2019-12-01,NC,R16,1,5,BUCHLI Matthijs,BCC,,11.0,1.0,10.349,
Hong Kong,2019,2019-12-01,NC,R16,1,5,DORNBACH Maximilian,ERD,,24.0,2.0,10.437,
Hong Kong,2019,2019-12-01,NC,R16,1,6,BOTTICHER Stefan,GER,,12.0,1.0,10.342,
Hong Kong,2019,2019-12-01,NC,R16,1,6,MORENO SANCHEZ Jose,ESP,,23.0,2.0,10.809000000000001,
Hong Kong,2019,2019-12-01,NC,R16,1,7,BAUGE Gregory,FRA,,7.0,1.0,10.354,
Hong Kong,2019,2019-12-01,NC,R16,1,7,LAW Tsz Chun,HKG,,22.0,2.0,10.457999999999998,
Hong Kong,2019,2019-12-01,NC,R16,1,8,KAWABATA Tomoyuki,JPC,,8.0,1.0,10.255,
Hong Kong,2019,2019-12-01,NC,R16,1,8,KELEMEN Pavel,CZE,,21.0,2.0,10.345,
Hong Kong,2019,2019-12-01,NC,R16,1,9,AWANG Mohd Azizulhasni,MAS,,13.0,1.0,10.225,
Hong Kong,2019,2019-12-01,NC,R16,1,9,MELLEN James,USA,,20.0,2.0,10.321,
Hong Kong,2019,2019-12-01,NC,R16,1,10,LENDEL Vasilijus,LTU,,14.0,1.0,10.452,
Hong Kong,2019,2019-12-01,NC,R16,1,10,BARRETTE Hugo,CAN,,19.0,2.0,12.04,
Hong Kong,2019,2019-12-01,NC,R16,1,11,SZALONTAY Sandor,HUN,,15.0,1.0,10.323,
Hong Kong,2019,2019-12-01,NC,R16,1,11,HSIEH Nien Hsing,TPE,,18.0,2.0,10.463000000000001,
Hong Kong,2019,2019-12-01,NC,R16,1,12,LEVY Maximilian,ERD,,16.0,1.0,10.26,
Hong Kong,2019,2019-12-01,NC,R16,1,12,PERALTA GASCON Juan,ESP,,17.0,2.0,10.331999999999999,
Hong Kong,2019,2019-12-01,NC,R8,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.961,
Hong Kong,2019,2019-12-01,NC,R8,1,1,LEVY Maximilian,ERD,,16.0,2.0,10.111,
Hong Kong,2019,2019-12-01,NC,R8,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.243,
Hong Kong,2019,2019-12-01,NC,R8,1,2,SZALONTAY Sandor,HUN,,15.0,2.0,10.361,
Hong Kong,2019,2019-12-01,NC,R8,1,3,RUDYK Mateusz,POL,,4.0,1.0,11.22,
Hong Kong,2019,2019-12-01,NC,R8,1,3,LENDEL Vasilijus,LTU,,14.0,2.0,REL,
Hong Kong,2019,2019-12-01,NC,R8,1,4,FUKAYA Tomohiro,JPN,,3.0,1.0,9.939,
Hong Kong,2019,2019-12-01,NC,R8,1,4,AWANG Mohd Azizulhasni,MAS,,13.0,2.0,10.855,
Hong Kong,2019,2019-12-01,NC,R8,1,5,KAWABATA Tomoyuki,JPC,,8.0,1.0,10.124,
Hong Kong,2019,2019-12-01,NC,R8,1,5,PAUL Nicholas,TTO,,9.0,2.0,10.257000000000001,
Hong Kong,2019,2019-12-01,NC,R8,1,6,BAUGE Gregory,FRA,,7.0,1.0,10.042,
Hong Kong,2019,2019-12-01,NC,R8,1,6,KENNY Jason,GBR,,10.0,2.0,10.219,
Hong Kong,2019,2019-12-01,NC,R8,1,7,NITTA Yudai,JPN,,5.0,1.0,10.208,
Hong Kong,2019,2019-12-01,NC,R8,1,7,BOTTICHER Stefan,GER,,12.0,2.0,10.234,
Hong Kong,2019,2019-12-01,NC,R8,1,8,TJON EN FA Jair,SUR,,6.0,1.0,10.236,
Hong Kong,2019,2019-12-01,NC,R8,1,8,BUCHLI Matthijs,BCC,,11.0,2.0,10.265,
Hong Kong,2019,2019-12-01,NC,QF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,10.149,
Hong Kong,2019,2019-12-01,NC,QF,1,1,TJON EN FA Jair,SUR,,6.0,2.0,10.235,
Hong Kong,2019,2019-12-01,NC,QF,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.107,
Hong Kong,2019,2019-12-01,NC,QF,1,2,NITTA Yudai,JPN,,5.0,2.0,10.144,
Hong Kong,2019,2019-12-01,NC,QF,1,3,RUDYK Mateusz,POL,,4.0,1.0,10.115,
Hong Kong,2019,2019-12-01,NC,QF,1,3,BAUGE Gregory,FRA,,7.0,2.0,10.126,
Hong Kong,2019,2019-12-01,NC,QF,1,4,FUKAYA Tomohiro,JPN,,3.0,1.0,10.121,
Hong Kong,2019,2019-12-01,NC,QF,1,4,KAWABATA Tomoyuki,JPC,,8.0,2.0,11.049000000000001,
Hong Kong,2019,2019-12-01,NC,SF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.898,
Hong Kong,2019,2019-12-01,NC,SF,1,1,FUKAYA Tomohiro,JPN,,3.0,2.0,10.003,
Hong Kong,2019,2019-12-01,NC,SF,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.114,
Hong Kong,2019,2019-12-01,NC,SF,1,2,RUDYK Mateusz,POL,,4.0,2.0,10.204,
Hong Kong,2019,2019-12-01,NC,F,1,G,LAVREYSEN Harrie,NED,,1.0,1.0,9.926,
Hong Kong,2019,2019-12-01,NC,F,1,G,HOOGLAND Jeffrey,NED,,2.0,2.0,9.939,
Hong Kong,2019,2019-12-01,NC,F,1,B,FUKAYA Tomohiro,JPN,,3.0,1.0,10.144,
Hong Kong,2019,2019-12-01,NC,F,1,B,RUDYK Mateusz,POL,,4.0,2.0,10.147,
Glasgow,2019,2019-11-09,NC,R16,1,1,BOTTICHER Stefan,GER,,9.0,1.0,10.263,
Glasgow,2019,2019-11-09,NC,R16,1,1,VORZHEV Pavel,KAZ,,28.0,2.0,10.326,
Glasgow,2019,2019-11-09,NC,R16,1,2,DMITRIEV Denis,RUS,,5.0,1.0,10.413,
Glasgow,2019,2019-11-09,NC,R16,1,2,ZHOU Yu,CHN,,27.0,2.0,10.444,
Glasgow,2019,2019-11-09,NC,R16,1,3,LENDEL Vasilijus,LTU,,6.0,1.0,11.305,
Glasgow,2019,2019-11-09,NC,R16,1,3,DORNBACH Maximilian,ERD,,26.0,2.0,13.731,
Glasgow,2019,2019-11-09,NC,R16,1,4,SAHROM Muhammad Shah Firdaus,SDF,,16.0,1.0,10.175,
Glasgow,2019,2019-11-09,NC,R16,1,4,LEVY Maximilian,ERD,,17.0,2.0,10.179,
Glasgow,2019,2019-11-09,NC,R16,1,5,KENNY Jason,GBR,,7.0,1.0,10.04,
Glasgow,2019,2019-11-09,NC,R16,1,5,OBARA Yuta,JPN,,25.0,2.0,13.315,
Glasgow,2019,2019-11-09,NC,R16,1,6,BUCHLI Matthijs,BCC,,10.0,1.0,10.396,
Glasgow,2019,2019-11-09,NC,R16,1,6,HSIEH Nien Hsing,TPE,,24.0,2.0,10.448,
Glasgow,2019,2019-11-09,NC,R16,1,7,RICHARDSON Matthew,AUS,,11.0,1.0,10.452,
Glasgow,2019,2019-11-09,NC,R16,1,7,QUINTERO CHAVARRO Kevin Santiago,COL,,23.0,2.0,10.459,
Glasgow,2019,2019-11-09,NC,R16,1,8,TJON EN FA Jair,SUR,,8.0,1.0,10.404,
Glasgow,2019,2019-11-09,NC,R16,1,8,CLARKE Thomas,AUS,,22.0,2.0,10.419,
Glasgow,2019,2019-11-09,NC,R16,1,9,YAKUSHEVSKIY Pavel,RUS,,12.0,1.0,10.259,
Glasgow,2019,2019-11-09,NC,R16,1,9,CECHMAN Martin,CZE,,21.0,2.0,10.32,
Glasgow,2019,2019-11-09,NC,R16,1,10,PERALTA GASCON Juan,ESP,,13.0,1.0,10.338,
Glasgow,2019,2019-11-09,NC,R16,1,10,OWENS Ryan,GBR,,20.0,2.0,10.439,
Glasgow,2019,2019-11-09,NC,R16,1,11,KELEMEN Pavel,CZE,,14.0,1.0,10.415,
Glasgow,2019,2019-11-09,NC,R16,1,11,CALEYRON Quentin,FRA,,19.0,2.0,10.514,
Glasgow,2019,2019-11-09,NC,R16,1,12,LANDERNEAU Melvin,FRA,,15.0,1.0,10.177,
Glasgow,2019,2019-11-09,NC,R16,1,12,SZALONTAY Sandor,HUN,,18.0,2.0,10.323,
Glasgow,2019,2019-11-09,NC,R8,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.924,
Glasgow,2019,2019-11-09,NC,R8,1,1,LANDERNEAU Melvin,FRA,,15.0,2.0,9.947999999999999,
Glasgow,2019,2019-11-09,NC,R8,1,2,RUDYK Mateusz,POL,,4.0,1.0,10.115,
