Location,Year,Date,Event,Stage,Round,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed
Cali,2022,2022-07-10,NC,QF,1,4,ORTEGA FONTALVO Cristian David,COL,21.791780821917808,4.0,1.0,10.086,71.38607971445568
Cali,2022,2022-07-10,NC,QF,1,4,DÖRNBACH Maximilian,GER,,5.0,2.0,10.164,70.83825265643448
Cali,2022,2022-07-10,NC,SF,1,1,LAVREYSEN Harrie,NED,25.339726027397262,2.0,1.0,9.935,72.47106190236538
Cali,2022,2022-07-10,NC,SF,1,1,ORTEGA FONTALVO Cristian David,COL,21.791780821917808,4.0,2.0,10.026,71.8132854578097
Cali,2022,2022-07-10,NC,SF,1,2,PAUL Nicholas,TTO,23.81095890410959,1.0,1.0,10.125,71.11111111111111
Cali,2022,2022-07-10,NC,SF,1,2,HOOGLAND Jeffrey,NED,29.336986301369862,3.0,2.0,10.567,68.13665184063593
Cali,2022,2022-07-10,NC,F,1,G,PAUL Nicholas,TTO,23.81095890410959,1.0,1.0,9.802,73.45439706182412
Cali,2022,2022-07-10,NC,F,1,G,LAVREYSEN Harrie,NED,25.339726027397262,2.0,2.0,9.915,72.61724659606658
Cali,2022,2022-07-10,NC,F,1,B,HOOGLAND Jeffrey,NED,29.336986301369862,3.0,1.0,10.245,70.27818448023426
Cali,2022,2022-07-10,NC,F,1,B,ORTEGA FONTALVO Cristian David,COL,21.791780821917808,4.0,2.0,10.37,69.43105110896818
Milton,2022,2022-05-15,NC,R16,1,1,SZALONTAY Sándor,HUN,31.887671232876713,9.0,1.0,10.107,71.23775601068567
Milton,2022,2022-05-15,NC,R16,1,1,SPIES Jean,RSA,32.484931506849314,28.0,2.0,10.991,65.50814302611228
Milton,2022,2022-05-15,NC,R16,1,2,WAMMES Nick,CAN,22.58082191780822,10.0,1.0,10.166,70.82431634861302
Milton,2022,2022-05-15,NC,R16,1,2,BROWNE Kwesi,TTO,28.304109589041097,27.0,2.0,10.819,66.54958868656992
Milton,2022,2022-05-15,NC,R16,1,3,DODYK Ryan,CAN,25.46027397260274,11.0,1.0,10.659,67.54855052068675
Milton,2022,2022-05-15,NC,R16,1,3,PERALTA Juan,ESP,32.016438356164386,26.0,2.0,10.850000000000001,66.35944700460828
Milton,2022,2022-05-15,NC,R16,1,4,TRUMAN Joseph,TIN,25.263013698630136,12.0,1.0,10.317,69.78772899098576
Milton,2022,2022-05-15,NC,R16,1,4,TOPINKA Dominik,CZE,28.80821917808219,25.0,2.0,10.456,68.85998469778119
Milton,2022,2022-05-15,NC,R16,1,5,LIGTLEE Sam,BCC,24.438356164383563,6.0,1.0,10.256,70.20280811232449
Milton,2022,2022-05-15,NC,R16,1,5,MARTINEZ CHORRO Alejandro,ESP,23.980821917808218,24.0,2.0,10.449,68.90611541774332
Milton,2022,2022-05-15,NC,R16,1,6,HOOGLAND Jeffrey,NED,29.183561643835617,2.0,1.0,10.024,71.82761372705508
Milton,2022,2022-05-15,NC,R16,1,6,RAMIREZ MORALES Santiago,COL,27.838356164383562,23.0,2.0,10.354,69.53834266949971
Milton,2022,2022-05-15,NC,R16,1,7,YAMASAKI Kento,RKD,29.427397260273974,7.0,1.0,10.313,69.81479685833413
Milton,2022,2022-05-15,NC,R16,1,7,ROCHNA Daniel,POL,22.723287671232878,22.0,2.0,10.325000000000001,69.73365617433413
Milton,2022,2022-05-15,NC,R16,1,8,OBARA Yuta,JPN,26.224657534246575,8.0,1.0,10.042,71.69886476797451
Milton,2022,2022-05-15,NC,R16,1,8,TERASAKI Kohei,RKD,28.378082191780823,21.0,2.0,10.047,71.66318303971335
Milton,2022,2022-05-15,NC,R16,1,9,YAN Weiming,CHN,24.18082191780822,13.0,1.0,10.14,71.00591715976331
Milton,2022,2022-05-15,NC,R16,1,9,ZHOU Yu,CHN,23.372602739726027,20.0,2.0,10.329,69.70665117629973
Milton,2022,2022-05-15,NC,R16,1,10,TURNBULL Hamish,GBR,22.854794520547944,16.0,1.0,10.427,69.0515009110962
Milton,2022,2022-05-15,NC,R16,1,10,LENDEL Vasilijus,LTU,27.117808219178084,17.0,2.0,10.44,68.96551724137932
Milton,2022,2022-05-15,NC,R16,1,11,QUINTERO CHAVARRO Kevin Santiago,COL,23.561643835616437,14.0,1.0,10.336,69.6594427244582
Milton,2022,2022-05-15,NC,R16,1,11,van LOON Tijmen,BCC,21.167123287671235,19.0,2.0,10.412,69.15097963887821
Milton,2022,2022-05-15,NC,R16,1,12,ČECHMAN Martin,CZE,23.583561643835615,15.0,1.0,10.422,69.08462867012089
Milton,2022,2022-05-15,NC,R16,1,12,BÖTTICHER Stefan,GER,30.304109589041097,18.0,2.0,10.523000000000001,68.42155278912857
Milton,2022,2022-05-15,NC,R8,1,1,RICHARDSON Matthew,AUS,23.09315068493151,1.0,1.0,10.494,68.61063464837049
Milton,2022,2022-05-15,NC,R8,1,1,ČECHMAN Martin,CZE,23.583561643835615,15.0,2.0,12.221,58.91498240733164
Milton,2022,2022-05-15,NC,R8,1,2,GLAETZER Matthew,AUS,29.742465753424657,5.0,1.0,9.994,72.04322593556134
Milton,2022,2022-05-15,NC,R8,1,2,QUINTERO CHAVARRO Kevin Santiago,COL,23.561643835616437,14.0,2.0,10.188,70.67137809187278
Milton,2022,2022-05-15,NC,R8,1,3,RUDYK Mateusz,POL,26.838356164383562,4.0,1.0,10.147,70.95693308367005
Milton,2022,2022-05-15,NC,R8,1,3,TURNBULL Hamish,GBR,22.854794520547944,16.0,2.0,10.196,70.61592781482935
Milton,2022,2022-05-15,NC,R8,1,4,CARLIN Jack,TIN,25.076712328767123,3.0,1.0,10.172,70.78254030672434
Milton,2022,2022-05-15,NC,R8,1,4,YAN Weiming,CHN,24.18082191780822,13.0,2.0,10.215,70.48458149779736
Milton,2022,2022-05-15,NC,R8,1,5,OBARA Yuta,JPN,26.224657534246575,8.0,1.0,10.121,71.13921549254026
Milton,2022,2022-05-15,NC,R8,1,5,SZALONTAY Sándor,HUN,31.887671232876713,9.0,2.0,10.232000000000001,70.36747458952306
Milton,2022,2022-05-15,NC,R8,1,6,YAMASAKI Kento,RKD,29.427397260273974,7.0,1.0,10.147,70.95693308367005
Milton,2022,2022-05-15,NC,R8,1,6,WAMMES Nick,CAN,22.58082191780822,10.0,2.0,10.296,69.93006993006993
Milton,2022,2022-05-15,NC,R8,1,7,HOOGLAND Jeffrey,NED,29.183561643835617,2.0,1.0,10.884,66.1521499448732
Milton,2022,2022-05-15,NC,R8,1,7,DODYK Ryan,CAN,25.46027397260274,11.0,2.0,11.295,63.745019920318725
Milton,2022,2022-05-15,NC,R8,1,8,LIGTLEE Sam,BCC,24.438356164383563,6.0,1.0,10.034,71.75602949970101
Milton,2022,2022-05-15,NC,R8,1,8,TRUMAN Joseph,TIN,25.263013698630136,12.0,2.0,10.086,71.38607971445568
Milton,2022,2022-05-15,NC,QF,1,1,RICHARDSON Matthew,AUS,23.09315068493151,1.0,1.0,10.629,67.73920406435225
Milton,2022,2022-05-15,NC,QF,1,1,LIGTLEE Sam,BCC,24.438356164383563,6.0,2.0,11.482999999999999,62.70138465557782
Milton,2022,2022-05-15,NC,QF,1,2,HOOGLAND Jeffrey,NED,29.183561643835617,2.0,2.0,10.046000000000001,71.67031654389807
Milton,2022,2022-05-15,NC,QF,1,2,GLAETZER Matthew,AUS,29.742465753424657,5.0,1.0,9.983,72.12260843433837
Milton,2022,2022-05-15,NC,QF,1,3,RUDYK Mateusz,POL,26.838356164383562,4.0,1.0,10.095,71.32243684992571
Milton,2022,2022-05-15,NC,QF,1,3,YAMASAKI Kento,RKD,29.427397260273974,7.0,2.0,10.217,70.47078398747186
Milton,2022,2022-05-15,NC,QF,1,4,CARLIN Jack,TIN,25.076712328767123,3.0,1.0,10.257,70.1959637320854
Milton,2022,2022-05-15,NC,QF,1,4,OBARA Yuta,JPN,26.224657534246575,8.0,2.0,10.283999999999999,70.01166861143524
Milton,2022,2022-05-15,NC,SF,1,1,RICHARDSON Matthew,AUS,23.09315068493151,1.0,1.0,9.869,72.95571993109738
Milton,2022,2022-05-15,NC,SF,1,1,CARLIN Jack,TIN,25.076712328767123,3.0,2.0,10.155,70.90103397341211
Milton,2022,2022-05-15,NC,SF,1,2,HOOGLAND Jeffrey,NED,29.183561643835617,2.0,2.0,10.214,70.49148227922458
Milton,2022,2022-05-15,NC,SF,1,2,RUDYK Mateusz,POL,26.838356164383562,4.0,1.0,10.122,71.13218731475993
Milton,2022,2022-05-15,NC,F,1,G,RICHARDSON Matthew,AUS,23.09315068493151,1.0,1.0,9.956,72.31820008035356
Milton,2022,2022-05-15,NC,F,1,G,HOOGLAND Jeffrey,NED,29.183561643835617,2.0,2.0,10.161999999999999,70.85219444991144
Milton,2022,2022-05-15,NC,F,1,B,CARLIN Jack,TIN,25.076712328767123,3.0,1.0,10.285,70.00486144871172
Milton,2022,2022-05-15,NC,F,1,B,RUDYK Mateusz,POL,26.838356164383562,4.0,2.0,10.49,68.6367969494757
Glasgow,2022,2022-04-24,NC,R16,1,1,CORNISH Thomas,AUS,22.202739726027396,6.0,1.0,10.683,67.39679865206402
Glasgow,2022,2022-04-24,NC,R16,1,1,HOHNE Anton,GER,,28.0,2.0,10.729,67.10783856836612
Glasgow,2022,2022-04-24,NC,R16,1,2,RICHARDSON Matthew,AUS,23.035616438356165,2.0,1.0,10.403,69.21080457560319
Glasgow,2022,2022-04-24,NC,R16,1,2,WAGNER Robin,CZE,29.224657534246575,27.0,2.0,10.498000000000001,68.5844922842446
Glasgow,2022,2022-04-24,NC,R16,1,3,TJON EN FA Jair,SUR,28.53150684931507,7.0,1.0,10.508,68.51922344880091
Glasgow,2022,2022-04-24,NC,R16,1,3,MARTINEZ CHORRO Alejandro,ESP,23.923287671232877,26.0,2.0,10.609,67.86690545763031
Glasgow,2022,2022-04-24,NC,R16,1,4,ČECHMAN Martin,CZE,23.526027397260275,9.0,1.0,10.482,68.68918145392101
Glasgow,2022,2022-04-24,NC,R16,1,4,MATSUI Koyu,RKD,29.6,25.0,2.0,10.495999999999999,68.59756097560977
Glasgow,2022,2022-04-24,NC,R16,1,5,WAMMES Nick,CAN,22.523287671232875,8.0,1.0,10.206,70.54673721340389
Glasgow,2022,2022-04-24,NC,R16,1,5,LIVANOS Konstantinos,GRE,20.515068493150686,24.0,2.0,10.732999999999999,67.08282865927514
Glasgow,2022,2022-04-24,NC,R16,1,6,RAMIREZ MORALES Santiago,COL,27.78082191780822,16.0,1.0,10.383,69.34412019647502
Glasgow,2022,2022-04-24,NC,R16,1,6,JURCZYK Marc,GER,26.273972602739725,17.0,2.0,10.390999999999998,69.29073236454626
Glasgow,2022,2022-04-24,NC,R16,1,7,SZALONTAY Sandor,HUN,,10.0,1.0,10.311,69.82833866744254
Glasgow,2022,2022-04-24,NC,R16,1,7,van LOON Tijmen,NED,21.10958904109589,23.0,2.0,10.414,69.13769925100826
Glasgow,2022,2022-04-24,NC,R16,1,8,LIGTLEE Sam,BCC,24.38082191780822,15.0,1.0,10.255,70.20965382740127
Glasgow,2022,2022-04-24,NC,R16,1,8,TURNBULL Hamish,TIN,22.797260273972604,18.0,2.0,10.271,70.10028234835946
Glasgow,2022,2022-04-24,NC,R16,1,9,DODYK Ryan,CAN,25.4027397260274,14.0,1.0,10.321,69.76068210444724
Glasgow,2022,2022-04-24,NC,R16,1,9,SHINZAN Kyohei,JPN,28.493150684931507,19.0,2.0,10.336,69.6594427244582
Glasgow,2022,2022-04-24,NC,R16,1,10,TRUMAN Joseph,GBR,25.205479452054796,11.0,1.0,10.163,70.8452228672636
Glasgow,2022,2022-04-24,NC,R16,1,10,ROCHNA Daniel,POL,22.665753424657535,22.0,2.0,10.176,70.75471698113208
Glasgow,2022,2022-04-24,NC,R16,1,11,SARNECKI Rafal,POL,32.31232876712329,13.0,1.0,10.182,70.71302298173246
Glasgow,2022,2022-04-24,NC,R16,1,11,QUINTERO CHAVARRO Kevin Santiago,COL,23.504109589041096,20.0,2.0,10.199,70.59515638788116
Glasgow,2022,2022-04-24,NC,R16,1,12,SAHROM Muhammad Shah Firdaus,MAS,26.427397260273974,12.0,1.0,10.3,69.90291262135922
Glasgow,2022,2022-04-24,NC,R16,1,12,LANDERNEAU Melvin,FRA,24.586301369863012,21.0,2.0,10.439,68.97212376664432
Glasgow,2022,2022-04-24,NC,R8,1,1,LAVREYSEN Harrie,NED,25.12876712328767,1.0,1.0,10.221,70.44320516583504
Glasgow,2022,2022-04-24,NC,R8,1,1,SAHROM Muhammad Shah Firdaus,MAS,26.427397260273974,12.0,2.0,10.356,69.52491309385863
Glasgow,2022,2022-04-24,NC,R8,1,2,PAUL Nicholas,TTO,23.6,4.0,1.0,10.189,70.66444204534302
Glasgow,2022,2022-04-24,NC,R8,1,2,SARNECKI Rafal,POL,32.31232876712329,13.0,2.0,11.21,64.22836752899197
Glasgow,2022,2022-04-24,NC,R8,1,3,CARLIN Jack,GBR,25.019178082191782,5.0,1.0,10.072,71.48530579825258
Glasgow,2022,2022-04-24,NC,R8,1,3,TRUMAN Joseph,GBR,25.205479452054796,11.0,2.0,10.846,66.38392033929559
Glasgow,2022,2022-04-24,NC,R8,1,4,VIGIER Sebastien,FRA,,3.0,1.0,9.276,77.61966364812419
Glasgow,2022,2022-04-24,NC,R8,1,4,DODYK Ryan,CAN,25.4027397260274,14.0,2.0,9.571,75.22724898129768
Glasgow,2022,2022-04-24,NC,R8,1,5,CORNISH Thomas,AUS,22.202739726027396,6.0,1.0,10.388,69.3107431651906
Glasgow,2022,2022-04-24,NC,R8,1,5,LIGTLEE Sam,BCC,24.38082191780822,15.0,2.0,10.528,68.38905775075987
Glasgow,2022,2022-04-24,NC,R8,1,6,RICHARDSON Matthew,AUS,23.035616438356165,2.0,1.0,10.172,70.78254030672434
Glasgow,2022,2022-04-24,NC,R8,1,6,SZALONTAY Sandor,HUN,,10.0,2.0,10.225000000000001,70.41564792176038
Glasgow,2022,2022-04-24,NC,R8,1,7,TJON EN FA Jair,SUR,28.53150684931507,7.0,1.0,10.309,69.84188573091474
Glasgow,2022,2022-04-24,NC,R8,1,7,RAMIREZ MORALES Santiago,COL,27.78082191780822,16.0,2.0,10.412999999999998,69.14433880726017
Glasgow,2022,2022-04-24,NC,R8,1,8,WAMMES Nick,CAN,22.523287671232875,8.0,1.0,10.109,71.22366208329211
Glasgow,2022,2022-04-24,NC,R8,1,8,ČECHMAN Martin,CZE,23.526027397260275,9.0,2.0,10.147,70.95693308367005
Glasgow,2022,2022-04-24,NC,QF,1,1,LAVREYSEN Harrie,NED,25.12876712328767,1.0,1.0,10.311,69.82833866744254
Glasgow,2022,2022-04-24,NC,QF,1,1,WAMMES Nick,CAN,22.523287671232875,8.0,2.0,10.404,69.20415224913495
Glasgow,2022,2022-04-24,NC,QF,1,2,PAUL Nicholas,TTO,23.6,4.0,1.0,10.277,70.05935584314489
Glasgow,2022,2022-04-24,NC,QF,1,2,TJON EN FA Jair,SUR,28.53150684931507,7.0,2.0,10.42,69.0978886756238
Glasgow,2022,2022-04-24,NC,QF,1,3,RICHARDSON Matthew,AUS,23.035616438356165,2.0,1.0,11.873,60.64179230186137
Glasgow,2022,2022-04-24,NC,QF,1,3,CARLIN Jack,GBR,25.019178082191782,5.0,2.0,14.164,50.83309799491669
Glasgow,2022,2022-04-24,NC,QF,1,4,VIGIER Sebastien,FRA,,3.0,1.0,10.008,71.94244604316548
Glasgow,2022,2022-04-24,NC,QF,1,4,CORNISH Thomas,AUS,22.202739726027396,6.0,2.0,10.655999999999999,67.56756756756758
Glasgow,2022,2022-04-24,NC,SF,1,1,LAVREYSEN Harrie,NED,25.12876712328767,1.0,1.0,10.254,70.21650087770627
Glasgow,2022,2022-04-24,NC,SF,1,1,VIGIER Sebastien,FRA,,3.0,2.0,10.344,69.60556844547564
Glasgow,2022,2022-04-24,NC,SF,1,2,RICHARDSON Matthew,AUS,23.035616438356165,2.0,2.0,,
Glasgow,2022,2022-04-24,NC,SF,1,2,PAUL Nicholas,TTO,23.6,4.0,1.0,9.915,72.61724659606658
Glasgow,2022,2022-04-24,NC,F,1,G,LAVREYSEN Harrie,NED,25.12876712328767,1.0,1.0,10.083,71.40731925022315
Glasgow,2022,2022-04-24,NC,F,1,G,RICHARDSON Matthew,AUS,23.035616438356165,2.0,2.0,10.183,70.7060787587155
Glasgow,2022,2022-04-24,NC,F,1,B,VIGIER Sebastien,FRA,,3.0,1.0,,
Glasgow,2022,2022-04-24,NC,F,1,B,PAUL Nicholas,TTO,23.6,4.0,2.0,DNS,
Roubaix,2021,2021-10-23,WCH,R16,1,1,RUDYK Mateusz,POL,,7.0,1.0,10.787,
Roubaix,2021,2021-10-23,WCH,R16,1,1,RUIZ TERAN Juan Carlos,MEX,,28.0,2.0,10.896,
Roubaix,2021,2021-10-23,WCH,R16,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,10.801,
Roubaix,2021,2021-10-23,WCH,R16,1,2,SZABO Norbert,ROU,,27.0,2.0,10.885,
Roubaix,2021,2021-10-23,WCH,R16,1,3,BOETTICHER Stefan,GER,,4.0,1.0,10.179,
Roubaix,2021,2021-10-23,WCH,R16,1,3,VERDUGO OSUNA Edgar Ismael,MEX,,26.0,2.0,10.321,
Roubaix,2021,2021-10-23,WCH,R16,1,4,TJON EN FA Jair,SUR,,9.0,1.0,10.249,
Roubaix,2021,2021-10-23,WCH,R16,1,4,OCHOA HENAO Juan David,COL,,25.0,2.0,10.451,
Roubaix,2021,2021-10-23,WCH,R16,1,5,HELAL Rayan,FRA,,8.0,1.0,10.316,
Roubaix,2021,2021-10-23,WCH,R16,1,5,LENDEL Vasilijus,LTU,,24.0,2.0,10.554,
Roubaix,2021,2021-10-23,WCH,R16,1,6,ROCHNA Daniel,POL,,10.0,1.0,10.542,
Roubaix,2021,2021-10-23,WCH,R16,1,6,ANGSUTHASAWIT Jai,THA,,23.0,2.0,10.587,
Roubaix,2021,2021-10-23,WCH,R16,1,7,SAHROM Muhammad Shah Firdaus,MAS,,11.0,1.0,10.233,
Roubaix,2021,2021-10-23,WCH,R16,1,7,CECHMAN Martin,CZE,,22.0,2.0,11.393,
Roubaix,2021,2021-10-23,WCH,R16,1,8,WAMMES Nick,CAN,,12.0,1.0,10.355,
Roubaix,2021,2021-10-23,WCH,R16,1,8,PERALTA Juan,ESP,,21.0,2.0,10.516,
Roubaix,2021,2021-10-23,WCH,R16,1,9,HOEHNE Anton,GER,,13.0,1.0,10.375,
Roubaix,2021,2021-10-23,WCH,R16,1,9,QUINTERO CHAVARRO Kevin Santiago,COL,,20.0,2.0,10.435,
Roubaix,2021,2021-10-23,WCH,R16,1,10,YAMASAKI Kento,JPN,,14.0,1.0,10.131,
Roubaix,2021,2021-10-23,WCH,R16,1,10,TERASAKI Kohei,JPN,,19.0,2.0,10.178,
Roubaix,2021,2021-10-23,WCH,R16,1,11,TRUMAN Joseph,GBR,,15.0,1.0,10.264,
Roubaix,2021,2021-10-23,WCH,R16,1,11,YAKUSHEVSKIY Pavel,RCF,,18.0,2.0,10.321,
Roubaix,2021,2021-10-23,WCH,R16,1,12,TURNBULL Hamish,GBR,,16.0,1.0,10.314,
Roubaix,2021,2021-10-23,WCH,R16,1,12,SZALONTAY Sandor,HUN,,17.0,2.0,10.386,
Roubaix,2021,2021-10-23,WCH,R8,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.96,
Roubaix,2021,2021-10-23,WCH,R8,1,1,TURNBULL Hamish,GBR,,16.0,2.0,10.911000000000001,
Roubaix,2021,2021-10-23,WCH,R8,1,2,PAUL Nicholas,TTO,,5.0,1.0,9.707,
Roubaix,2021,2021-10-23,WCH,R8,1,2,TRUMAN Joseph,GBR,,15.0,2.0,10.302000000000001,
Roubaix,2021,2021-10-23,WCH,R8,1,3,IAKOVLEV Mikhail,RCF,,6.0,1.0,10.147,
Roubaix,2021,2021-10-23,WCH,R8,1,3,YAMASAKI Kento,JPN,,14.0,2.0,10.168000000000001,
Roubaix,2021,2021-10-23,WCH,R8,1,4,VIGIER Sebastien,FRA,,3.0,1.0,9.969,
Roubaix,2021,2021-10-23,WCH,R8,1,4,HOEHNE Anton,GER,,13.0,2.0,10.190999999999999,
Roubaix,2021,2021-10-23,WCH,R8,1,5,RUDYK Mateusz,POL,,7.0,1.0,10.255,
Roubaix,2021,2021-10-23,WCH,R8,1,5,WAMMES Nick,CAN,,12.0,2.0,10.314,
Roubaix,2021,2021-10-23,WCH,R8,1,6,HOOGLAND Jeffrey,NED,,2.0,1.0,10.509,
Roubaix,2021,2021-10-23,WCH,R8,1,6,SAHROM Muhammad Shah Firdaus,MAS,,11.0,2.0,10.614,
Roubaix,2021,2021-10-23,WCH,R8,1,7,BOETTICHER Stefan,GER,,4.0,1.0,9.969,
Roubaix,2021,2021-10-23,WCH,R8,1,7,ROCHNA Daniel,POL,,10.0,2.0,10.889999999999999,
Roubaix,2021,2021-10-23,WCH,R8,1,8,HELAL Rayan,FRA,,8.0,1.0,9.985,
Roubaix,2021,2021-10-23,WCH,R8,1,8,TJON EN FA Jair,SUR,,9.0,2.0,10.099,
Roubaix,2021,2021-10-23,WCH,QF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,10.058,
Roubaix,2021,2021-10-23,WCH,QF,1,1,HELAL Rayan,FRA,,8.0,2.0,10.17,
Roubaix,2021,2021-10-23,WCH,QF,1,2,BOETTICHER Stefan,GER,,4.0,2.0,10.58,
Roubaix,2021,2021-10-23,WCH,QF,1,2,PAUL Nicholas,TTO,,5.0,1.0,9.808,
Roubaix,2021,2021-10-23,WCH,QF,1,3,HOOGLAND Jeffrey,NED,,2.0,2.0,9.879999999999999,
Roubaix,2021,2021-10-23,WCH,QF,1,3,IAKOVLEV Mikhail,RCF,,6.0,1.0,9.879,
Roubaix,2021,2021-10-23,WCH,QF,1,4,VIGIER Sebastien,FRA,,3.0,1.0,10.159,
Roubaix,2021,2021-10-23,WCH,QF,1,4,RUDYK Mateusz,POL,,7.0,2.0,10.260000000000002,
Roubaix,2021,2021-10-23,WCH,SF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.992,
Roubaix,2021,2021-10-23,WCH,SF,1,1,VIGIER Sebastien,FRA,,3.0,2.0,10.079,
Roubaix,2021,2021-10-23,WCH,SF,1,2,HOOGLAND Jeffrey,NED,,2.0,2.0,12.686,
Roubaix,2021,2021-10-23,WCH,SF,1,2,BOETTICHER Stefan,GER,,4.0,1.0,10.193,
Roubaix,2021,2021-10-23,WCH,F,1,G,LAVREYSEN Harrie,NED,,1.0,1.0,9.881,
Roubaix,2021,2021-10-23,WCH,F,1,G,HOOGLAND Jeffrey,NED,,2.0,2.0,10.033,
Roubaix,2021,2021-10-23,WCH,F,1,B,VIGIER Sebastien,FRA,,3.0,1.0,10.235,
Roubaix,2021,2021-10-23,WCH,F,1,B,BOETTICHER Stefan,GER,,4.0,2.0,REL,
Cali,2021,2021-09-12,NC,R16,1,1,WAGNER Robin,CZE,,11.0,1.0,10.657,
Cali,2021,2021-09-12,NC,R16,1,1,PACHECO Pablo,ECU,,22.0,2.0,11.356,
Cali,2021,2021-09-12,NC,R16,1,2,LAITONJAM Ronaldo,IND,,12.0,1.0,10.492,
Cali,2021,2021-09-12,NC,R16,1,2,LEANDRO MADRIGAL Nayib,CRC,,21.0,2.0,10.826,
Cali,2021,2021-09-12,NC,R16,1,3,VERDUGO OSUNA Edgar Ismael,MEX,,13.0,1.0,10.712,
Cali,2021,2021-09-12,NC,R16,1,3,BONE NAZARENO Francisco Miguel,ECU,,20.0,2.0,10.722999999999999,
Cali,2021,2021-09-12,NC,R16,1,4,BOHUSLAVEK Matej,CZE,,14.0,1.0,10.947,
Cali,2021,2021-09-12,NC,R16,1,4,DANYLCHUK Bohdan,UKR,,19.0,2.0,10.997,
Cali,2021,2021-09-12,NC,R16,1,5,ESOW Esow,IND,,15.0,1.0,10.92,
Cali,2021,2021-09-12,NC,R16,1,5,ALEXANDER Quincy,TTO,,18.0,2.0,10.968,
Cali,2021,2021-09-12,NC,R16,1,6,MASRI Amar Danial,MAS,,16.0,1.0,10.752,
Cali,2021,2021-09-12,NC,R16,1,6,RUIZ TERAN Juan Carlos,MEX,,17.0,2.0,REL,
Cali,2021,2021-09-12,NC,R8,1,1,PAUL Nicholas,TTO,,1.0,1.0,10.449,
Cali,2021,2021-09-12,NC,R8,1,1,MASRI Amar Danial,MAS,,16.0,2.0,10.748,
Cali,2021,2021-09-12,NC,R8,1,2,WAMMES Nick,CAN,,4.0,1.0,10.38,
Cali,2021,2021-09-12,NC,R8,1,2,ESOW Esow,IND,,15.0,2.0,13.874,
Cali,2021,2021-09-12,NC,R8,1,3,QUINTERO CHAVARRO Kevin Santiago,COL,,2.0,1.0,10.587,
Cali,2021,2021-09-12,NC,R8,1,3,BOHUSLAVEK Matej,CZE,,14.0,2.0,11.029,
Cali,2021,2021-09-12,NC,R8,1,4,HELAL Rayan,FRA,,3.0,1.0,10.474,
Cali,2021,2021-09-12,NC,R8,1,4,VERDUGO OSUNA Edgar Ismael,MEX,,13.0,2.0,10.545,
Cali,2021,2021-09-12,NC,R8,1,5,VIGIER Sebastien,FRA,,5.0,1.0,10.375,
Cali,2021,2021-09-12,NC,R8,1,5,LAITONJAM Ronaldo,IND,,12.0,2.0,10.46,
Cali,2021,2021-09-12,NC,R8,1,6,RAMIREZ MORALES Santiago,COL,,6.0,1.0,10.29,
Cali,2021,2021-09-12,NC,R8,1,6,WAGNER Robin,CZE,,11.0,2.0,10.418,
Cali,2021,2021-09-12,NC,R8,1,7,RAJKOWSKI Patryk,POL,,7.0,1.0,10.391,
Cali,2021,2021-09-12,NC,R8,1,7,SAHROM Muhammad Ridwan,MAS,,10.0,2.0,10.523,
Cali,2021,2021-09-12,NC,R8,1,8,ROCHNA Daniel,POL,,8.0,1.0,10.398,
Cali,2021,2021-09-12,NC,R8,1,8,DODYK Ryan,CAN,,9.0,2.0,10.475999999999999,
Cali,2021,2021-09-12,NC,QF,1,1,PAUL Nicholas,TTO,,1.0,1.0,10.745,
Cali,2021,2021-09-12,NC,QF,1,1,ROCHNA Daniel,POL,,8.0,2.0,10.937999999999999,
Cali,2021,2021-09-12,NC,QF,1,2,WAMMES Nick,CAN,,4.0,1.0,10.308,
Cali,2021,2021-09-12,NC,QF,1,2,RAJKOWSKI Patryk,POL,,7.0,2.0,10.458,
Cali,2021,2021-09-12,NC,QF,1,3,QUINTERO CHAVARRO Kevin Santiago,COL,,2.0,2.0,10.363999999999999,
Cali,2021,2021-09-12,NC,QF,1,3,RAMIREZ MORALES Santiago,COL,,6.0,1.0,10.245,
Cali,2021,2021-09-12,NC,QF,1,4,HELAL Rayan,FRA,,3.0,1.0,10.155,
Cali,2021,2021-09-12,NC,QF,1,4,VIGIER Sebastien,FRA,,5.0,2.0,10.357,
Cali,2021,2021-09-12,NC,SF,1,1,PAUL Nicholas,TTO,,1.0,1.0,10.003,
Cali,2021,2021-09-12,NC,SF,1,1,HELAL Rayan,FRA,,3.0,2.0,10.189,
Cali,2021,2021-09-12,NC,SF,1,2,QUINTERO CHAVARRO Kevin Santiago,COL,,2.0,2.0,10.162,
Cali,2021,2021-09-12,NC,SF,1,2,WAMMES Nick,CAN,,4.0,1.0,10.115,
Cali,2021,2021-09-12,NC,F,1,G,PAUL Nicholas,TTO,,1.0,1.0,10.196,
Cali,2021,2021-09-12,NC,F,1,G,QUINTERO CHAVARRO Kevin Santiago,COL,,2.0,2.0,10.321,
Cali,2021,2021-09-12,NC,F,1,B,HELAL Rayan,FRA,,3.0,1.0,10.054,
Cali,2021,2021-09-12,NC,F,1,B,WAMMES Nick,CAN,,4.0,2.0,10.097,
