Event,Date,Round,Heat,Start time,Name,Draw,Finish,Video
2023 Glasgow WCH,9/08/2023,Rep,2,1518.357154,JURCZYK Marc,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1518.437154,ANGSUTHASAWIT Jai,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1524.257154,RICHARDSON Matthew,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1524.417154,JURCZYK Marc,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1524.557154,ANGSUTHASAWIT Jai,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1530.377154,RICHARDSON Matthew,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1530.517154,JURCZYK Marc,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,2,1530.617154,ANGSUTHASAWIT Jai,,,https://youtu.be/qmOnak0UAfE
2023 Glasgow WCH,9/08/2023,Rep,3,1614.883821,YAKOVLEV Mikhail,YAKOVLEV Mikhail,YAKOVLEV Mikhail,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1614.983821,SAHROM Muhammad Ridwan,CORNISH Thomas,CORNISH Thomas,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1615.023821,ESOW Esow,ESOW Esow,BROWNE Kwesi,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1615.043821,CORNISH Thomas,BROWNE Kwesi,SAHROM Muhammad Ridwan,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1615.263821,BROWNE Kwesi,SAHROM Muhammad Ridwan,ESOW Esow,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1622.643821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1622.723821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1622.743821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1622.863821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1622.883821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1629.563821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1629.563821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1629.683821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1629.803821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1629.903821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1635.963821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1636.123821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1636.203821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1636.323821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1636.443821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1642.663821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1642.803821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1642.903821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1643.003821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1643.043821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1649.323821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1649.343821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1649.403821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1649.543821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1649.663821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1655.503821,YAKOVLEV Mikhail,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1655.883821,CORNISH Thomas,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1655.983821,BROWNE Kwesi,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1656.003821,SAHROM Muhammad Ridwan,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,3,1656.143821,ESOW Esow,,,https://youtu.be/ESYeTt1R-7M
2023 Glasgow WCH,9/08/2023,Rep,4,1736.087154,van LOON Tijmen,van LOON Tijmen,VIGIER Sebastien,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1736.367154,VIGIER Sebastien,VIGIER Sebastien,van LOON Tijmen,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1736.547154,PONOMARYOV Sergey,PONOMARYOV Sergey,SAHROM Muhammad Shah Firdaus,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1736.727154,SAHROM Muhammad Shah Firdaus,SAHROM Muhammad Shah Firdaus,PAUL Nicholas,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1736.887154,PAUL Nicholas,PAUL Nicholas,PONOMARYOV Sergey,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1745.447154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1745.827154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1746.047154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1746.207154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1746.387154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1754.447154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1754.867154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1755.107154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1755.227154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1755.347154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1762.047154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1762.087154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1762.287154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1762.407154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1762.527154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1768.327154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1768.607154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1768.647154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1768.687154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1768.787154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1774.427154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1774.647154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1774.747154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1774.787154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1774.827154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1780.627154,VIGIER Sebastien,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1780.707154,van LOON Tijmen,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1780.767154,SAHROM Muhammad Shah Firdaus,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1780.827154,PAUL Nicholas,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,Rep,4,1780.907154,PONOMARYOV Sergey,,,https://youtu.be/fKpOKOWBp9U
2023 Glasgow WCH,9/08/2023,QF,1,337.5177023,OTA Kaiya,OTA Kaiya,RICHARDSON Matthew,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,337.7804875,CARLIN Jack,RICHARDSON Matthew,CARLIN Jack,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,337.8004875,RICHARDSON Matthew,CARLIN Jack,OTA Kaiya,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,337.9204875,TJON EN FA Jair,van LOON Tijmen,YAKOVLEV Mikhail,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,338.0204875,van LOON Tijmen,TJON EN FA Jair,TJON EN FA Jair,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,338.0804875,YAKOVLEV Mikhail,YAKOVLEV Mikhail,van LOON Tijmen,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.4004875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.4204875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.5604875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.6004875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.7404875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,345.9804875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,351.6804875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,351.8604875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,351.9804875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,352.1804875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,352.3204875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,352.5204875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,357.9204875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,358.0804875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,358.1404875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,358.3204875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,358.4004875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,358.5004875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.1804875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.3004875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.3804875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.3804875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.4804875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,364.5004875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.5204875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.5404875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.6204875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.6604875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.7204875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,370.7604875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,376.9204875,CARLIN Jack,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,376.9404875,RICHARDSON Matthew,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,377.0604875,OTA Kaiya,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,377.1404875,YAKOVLEV Mikhail,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,377.2204875,TJON EN FA Jair,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,1,377.3204875,van LOON Tijmen,,,https://youtu.be/f_BiHj1nXmA
2023 Glasgow WCH,9/08/2023,QF,2,465.9754875,JURCZYK Marc,JURCZYK Marc,LAVREYSEN Harrie,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,466.3554875,TURNBULL Hamish,TURNBULL Hamish,QUINTERO CHAVARRO Kevin Santiago,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,466.5754875,GLAETZER Matthew,GLAETZER Matthew,TURNBULL Hamish,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,466.7354875,QUINTERO CHAVARRO Kevin Santiago,QUINTERO CHAVARRO Kevin Santiago,GLAETZER Matthew,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,466.9154875,VIGIER Sebastien,VIGIER Sebastien,VIGIER Sebastien,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,467.0754875,LAVREYSEN Harrie,LAVREYSEN Harrie,JURCZYK Marc,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,474.5354875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,474.9354875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,475.1154875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,475.2954875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,475.3154875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,475.4554875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,481.9554875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,481.9754875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,481.9954875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,482.0954875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,482.1754875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,482.2154875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.1154875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.2754875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.2954875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.3954875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.4354875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,488.5154875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.2354875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.2554875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.3554875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.3754875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.4754875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,494.6754875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.3354875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.3954875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.4154875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.4954875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.6154875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,500.7754875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.4954875,LAVREYSEN Harrie,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.5354875,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.6754875,GLAETZER Matthew,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.6954875,TURNBULL Hamish,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.8154875,VIGIER Sebastien,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,2,506.9154875,JURCZYK Marc,,,https://youtu.be/yjzvdpdI-6A
2023 Glasgow WCH,9/08/2023,QF,3,595.9554875,DAKIN Sam,HOOGLAND Jeffrey,HOOGLAND Jeffrey,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,595.9954875,AWANG Mohd Azizulhasni,DOERNBACH Maximilian,NAKANO Shinji,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,595.9954875,DOERNBACH Maximilian,NAKANO Shinji,CORNISH Thomas,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,596.0154875,HOOGLAND Jeffrey,DAKIN Sam,AWANG Mohd Azizulhasni,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,596.1754875,NAKANO Shinji,AWANG Mohd Azizulhasni,DAKIN Sam,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,596.3954875,CORNISH Thomas,CORNISH Thomas,DOERNBACH Maximilian,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.1354875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.2154875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.3354875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.4954875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.7154875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,603.8354875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,609.7154875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,609.8754875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,609.9354875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,610.0554875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,610.1754875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,610.2954875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.3154875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.3354875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.3554875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.4754875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.5754875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,616.6754875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,622.7154875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,622.7154875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,622.8154875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,622.8154875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,622.9154875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,623.0154875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.1554875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.1754875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.2154875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.3354875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.4354875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,629.4754875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,635.5954875,HOOGLAND Jeffrey,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,635.6354875,NAKANO Shinji,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,635.7554875,AWANG Mohd Azizulhasni,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,635.7754875,CORNISH Thomas,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,635.8554875,DAKIN Sam,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,QF,3,636.4554875,DOERNBACH Maximilian,,,https://youtu.be/AGGUmUxqT9E
2023 Glasgow WCH,9/08/2023,SF,1,1869.087154,QUINTERO CHAVARRO Kevin Santiago,QUINTERO CHAVARRO Kevin Santiago,QUINTERO CHAVARRO Kevin Santiago,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1869.167154,CARLIN Jack,LAVREYSEN Harrie,CARLIN Jack,https://youtu.be/XAuesZfGETs
