Time,,Speed [km/h],Power [watt],Cadence,Heartrate,Temperature [℃],Altitude [m],L/R Balance(if available) [percentage of right Leg],latitude,longitude
17:46:10,,0,0,0,0,29,0,255,0,0
17:46:11,,0,0,0,0,29,0,255,0,0
17:46:13,,0,0,0,0,29,0,255,0,0
17:46:14,,0,0,0,0,29,0,255,0,0
17:46:15,,0,0,0,0,29,0,255,0,0
17:46:16,,0,0,0,0,29,0,255,0,0
17:46:17,,0,0,0,0,29,0,255,0,0
17:46:18,,0,0,0,0,29,0,255,0,0
17:46:19,,0,0,0,0,29,0,255,0,0
17:46:20,,0,0,0,0,29,0,255,0,0
17:46:21,,0,0,0,0,29,0,255,0,0
17:46:22,,0,0,0,0,29,0,255,0,0
17:46:23,,0,0,0,0,29,0,255,0,0
17:46:24,,0,0,0,0,29,0,255,0,0
17:46:25,,0,0,0,0,29,0,255,0,0
17:46:26,,0,0,0,0,29,0,255,0,0
17:46:27,,0,0,0,0,29,0,255,0,0
17:46:48,,0,0,0,0,29,0,255,0,0
17:46:59,,0,0,0,0,29,0,255,0,0
